,label,updated_label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
10,0,false causality,"Believing that ""runs"" occur to statistically independent phenomena such as routine wheel spirits.", Runs occur in statistically independent phenomena such as routine wheel spins.  , Runs do not occur in statistically independent phenomena.,"IsInStatisticallyIndependentPhenomena(a),  IsRoutineWheelSpins(b)",IsNotInStatisticallyIndependentPhenomena(a),[],"[(' Runs', ' Runs'), (' statistically independent phenomena', ' statistically independent phenomena')]","[(' Runs', ' statistically independent phenomena'), (' Runs', ' statistically independent phenomena'), (' routine wheel spins', ' statistically independent phenomena')]",IsInStatisticallyIndependentPhenomena(a) and IsRoutineWheelSpins(b),IsNotInStatisticallyIndependentPhenomena(a),(forall b (IsInStatisticallyIndependentPhenomena(a) and IsRoutineWheelSpins(b))) -> (exists a (IsNotInStatisticallyIndependentPhenomena(a))),(exists a (exists b (IsInStatisticallyIndependentPhenomena(a) and IsRoutineWheelSpins(b)))) -> (exists a (IsNotInStatisticallyIndependentPhenomena(a))),LF
11,0,false causality,"I broke a mirror earlier in the day, and then I received an F on my history final. Therefore, I received the F because I broke the mirror."," ""I broke a mirror and received an F on the history final.""  "," ""Breaking the mirror caused receiving the F.""","IsBroken(a),  IsReceived(b)","IsBroken(d),  IsReceived(e)",[],[],"[(' The mirror', ' A mirror')]",IsBroken(a) and IsReceived(b),IsBroken(d) and IsReceived(e),(forall a (IsBroken(a) and IsReceived(b))) -> (exists d (IsBroken(d) and IsReceived(e))),(exists a (exists b (IsBroken(a) and IsReceived(b)))) -> (exists e (exists d (IsBroken(d) and IsReceived(e)))),Valid
12,0,fallacy of extension,"Charlie: I think we should put more money into schools. Quality public education is so important.
Bob: So you’re saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.
Charlie: Creo que deberíamos invertir más dinero en las escuelas. La educación pública de calidad es muy importante.

Bob: ¿Entonces estás diciendo que deberíamos recortar el gasto militar y gastarlo en más cuadernos de espiral y crayones? Supongo que quiere que nuestro país sea un objetivo débil e indefenso para los terroristas.", Quality public education is important.  , Investing more money in schools makes the country weak and defenseless.,IsImportant(a),"IsInvestedIn(b, c),  IsWeak(d),  IsDefenseless(d)","[('IsImportant(a)', '  IsDefenseless(d)')]",[],"[(' schools', ' Quality public education'), (' Quality public education', ' the country')]",IsImportant(a),"IsInvestedIn(b, c) and (IsWeak(d) and IsDefenseless(d))","(forall a (IsImportant(a)) & (forall a (forall d (IsImportant(a) ->   IsDefenseless(d))))) -> (forall d (exists c (IsInvestedIn(b, c) and (IsWeak(d) and IsDefenseless(d)))))","(exists a (IsImportant(a)) & (forall e (forall f (IsImportant(e) ->   IsDefenseless(f))))) -> (exists c (exists d (exists b (IsInvestedIn(b, c) and (IsWeak(d) and IsDefenseless(d))))))",LF
13,0,false causality,"Cellphones weren’t invented before I was born. Now, they are everywhere! Therefore, cellphones were created because I was born."," ""Cellphones weren't invented before I was born, and now they are everywhere.""  "," ""Cellphones were created because I was born.""","WasInvented(a),  IsEverywhere(a)","WereCreated(a),  WasBorn(b)",[],"[(' Cellphones', ' Cellphones'), (' I', ' I')]",[],~WasInvented(a) and IsEverywhere(a),WasBorn(b) and WereCreated(a),(~WasInvented(a) and IsEverywhere(a)) -> (WasBorn(b) and WereCreated(a)),(exists a (~WasInvented(a) and IsEverywhere(a))) -> (exists a (exists b (WasBorn(b) and WereCreated(a)))),LF
14,0,ad hominem,Ms. Baker assigned me a lot of homework because she’s a witch!, Ms. Baker is a witch.  , Ms. Baker assigned a lot of homework.,IsWitch(a),"AssignedHomework(a, c)","[('AssignedHomework(a, c)', 'IsWitch(a)')]","[(' Ms. Baker', ' Ms. Baker')]",[],IsWitch(a),"AssignedHomework(a, c)","(IsWitch(a) & (forall c (forall a (AssignedHomework(a, c) -> IsWitch(a))))) -> (AssignedHomework(a, c))","(exists a (IsWitch(a)) & (forall e (forall d (AssignedHomework(d,e) -> IsWitch(d))))) -> (exists c (exists a (AssignedHomework(a, c))))",LF
15,0,fallacy of credibility,"My dad went to school, so he knows everything about the education system."," ""Dad went to school.""  "," ""Dad knows everything about the education system.""",WentToSchool(a),"KnowsEverythingAbout(a, c)",[],"[(' Dad', ' Dad')]","[(' school', ' the education system')]",WentToSchool(a),"KnowsEverythingAbout(a, c)","(WentToSchool(a)) -> (KnowsEverythingAbout(a, c))","(exists a (WentToSchool(a))) -> (exists c (exists a (KnowsEverythingAbout(a, c))))",LF
16,0,ad populum,Everyone is doing the Low-Carb Diet., Everyone is doing the Low-Carb Diet.  , You should do the Low-Carb Diet.,"IsDoingDiet(a, b)","IsDoingDiet(c, d)",[],[],"[(' Low-Carb Diet', ' You')]","IsDoingDiet(a, b)","IsDoingDiet(c, d)","(exists b (IsDoingDiet(a, b))) -> (forall c (IsDoingDiet(c, d)))","(exists a (exists b (IsDoingDiet(a, b)))) -> (exists c (exists d (IsDoingDiet(c, d))))",Valid
17,0,fallacy of extension,"Parent: You need to clean out your backpack.
Child: You know I have ADD! Why can’t you just accept me as I am?", The child has ADD.  , The parent should accept the child as the child is.,HasADD(a),"ShouldAccept(c, a)","[('HasADD(a)', 'ShouldAccept(c, a)')]","[(' The child', ' the child'), (' The child', ' the child')]",[],HasADD(a),"ShouldAccept(c, a)","(HasADD(a) & (forall c (forall a (HasADD(a) -> ShouldAccept(c, a))))) -> (ShouldAccept(c, a))","(exists a (HasADD(a)) & (forall e (forall g (forall f (HasADD(e) -> ShouldAccept(f,g)))))) -> (exists c (exists a (ShouldAccept(c, a))))",Valid
18,0,fallacy of credibility,"X has been around for years now.
Y is new.
Therefore, Y is better than X."," ""X has been around for years. Y is new.""  "," ""Y is better than X.""","IsAroundForYears(a),  IsNew(b)","IsBetterThan(b, a)",[],"[(' X', ' X'), (' Y', ' Y')]",[],IsAroundForYears(a) and IsNew(b),"IsBetterThan(b, a)","(IsAroundForYears(a) and IsNew(b)) -> (IsBetterThan(b, a))","(exists a (exists b (IsAroundForYears(a) and IsNew(b)))) -> (exists a (exists b (IsBetterThan(b, a))))",LF
19,0,false causality,"""Right when I sneezed, the power went off. I must've caused the outage."" Bragged Zohaw."," ""Zohaw sneezed and the power went off."""," ""Zohaw caused the power outage.""","Sneezed(a),  WentOff(b)","Caused(a, c)",[],"[(' Zohaw', ' Zohaw')]","[(' Zohaw', ' the power')]",Sneezed(a) and WentOff(b),"Caused(a, c)","(forall b (Sneezed(a) and WentOff(b))) -> (exists a (Caused(a, c)))","(exists a (exists b (Sneezed(a) and WentOff(b)))) -> (exists c (exists a (Caused(a, c))))",LF
20,0,equivocation,"I like my steak rare. But I don’t care for aardvark steak, even though it’s the rarest steak in the world."," ""Aardvark steak is the rarest steak in the world.""  "," ""I do not like aardvark steak.""","IsAardvarkSteak(a),  IsRarestSteak(b),  IsInWorld(b)",LikesAardvarkSteak(d),[],"[(' Aardvark steak', ' aardvark steak')]","[(' the rarest steak', ' I')]",IsAardvarkSteak(a) and IsRarestSteak(b) and IsInWorld(b),~LikesAardvarkSteak(d),(exists b (IsAardvarkSteak(a) and IsRarestSteak(b) and IsInWorld(b))) -> (forall d (~LikesAardvarkSteak(d))),(exists a (exists b (IsAardvarkSteak(a) and IsRarestSteak(b) and IsInWorld(b)))) -> (exists d (~LikesAardvarkSteak(d))),LF
21,0,faulty generalization,"If you allow the students to redo this one test, they will always want to redo all future tests"," ""Allowing the students to redo this one test will make them always want to redo all future tests."""," ""Students will always want to redo all future tests.""","AllowRedo(a, c),  WantsRedo(a, d)","WantsRedo(a, e)",[],"[(' them', ' Students')]","[(' The students', ' Students'), (' this one test', ' Students'), (' them', ' future tests')]","(AllowRedo(a, c) and WantsRedo(a, d))","WantsRedo(a, e)","(exists a (exists c ((AllowRedo(a, c) and WantsRedo(a, d))))) -> (forall a (WantsRedo(a, e)))","(exists c (exists a (exists d ((AllowRedo(a, c) and WantsRedo(a, d)))))) -> (exists e (exists a (WantsRedo(a, e))))",
22,0,fallacy of relevance,"There is no need for additional taxes for education. Every year we throw more money into education, and all they do is hire more management and build more buildings. None of the money actually reaches the classroom or is really used for education.", Every year more money is spent on education for hiring management and building buildings., Additional taxes are not needed for education.,"IsSpentOnEducation(b),  IsForHiringManagement(b),  IsForBuildingBuildings(b)",IsNotNeededForEducation(e),"[('IsNotNeededForEducation(e)', 'IsSpentOnEducation(b)'), ('IsNotNeededForEducation(e)', '  IsForHiringManagement(b)'), ('IsNotNeededForEducation(e)', '  IsForBuildingBuildings(b)')]","[(' education', ' education')]",[],IsSpentOnEducation(b) and IsForHiringManagement(b) and IsForBuildingBuildings(b),IsNotNeededForEducation(e),(IsSpentOnEducation(b) and IsForHiringManagement(b) and IsForBuildingBuildings(b) & (forall e (forall b (IsNotNeededForEducation(e) -> IsSpentOnEducation(b)))) & (forall e (forall b (IsNotNeededForEducation(e) ->   IsForHiringManagement(b)))) & (forall e (forall b (IsNotNeededForEducation(e) ->   IsForBuildingBuildings(b))))) -> (IsNotNeededForEducation(e)),(exists b (IsSpentOnEducation(b) and IsForHiringManagement(b) and IsForBuildingBuildings(b)) & (forall g (forall f (IsNotNeededForEducation(f) -> IsSpentOnEducation(g)))) & (forall i (forall h (IsNotNeededForEducation(h) ->   IsForHiringManagement(i)))) & (forall k (forall j (IsNotNeededForEducation(j) ->   IsForBuildingBuildings(k))))) -> (exists e (IsNotNeededForEducation(e))),LF
23,0,false causality,Believing that the cause of the Reformation was simply Martin Luther posting his theses, Martin Luther posting his theses caused the Reformation.  , The only cause of the Reformation was Martin Luther posting his theses.,"PostedTheses(a, b),  CausedReformation(b, c)","CausedReformation(d, a),  PostedTheses(a, b)",[],"[(' Martin Luther', ' Martin Luther'), (' his theses', ' his theses')]","[(' Martin Luther', ' the Reformation')]","PostedTheses(a, b) and CausedReformation(b, c)","CausedReformation(d, a) and PostedTheses(a, b)","(forall c (PostedTheses(a, b) and CausedReformation(b, c))) -> (exists a (CausedReformation(d, a) and PostedTheses(a, b)))","(exists c (exists a (exists b (PostedTheses(a, b) and CausedReformation(b, c))))) -> (exists a (exists d (exists b (CausedReformation(d, a) and PostedTheses(a, b)))))",LF
24,0,false causality,The party was going great! Then Gerald showed up and little by little people started collecting their coats and heading home. Gerald ruined the party., Gerald ruined the party.  , People left the party because Gerald was there.,"RuinedParty(a, b)","LeftParty(c, b),  WasAtParty(a)","[('RuinedParty(a, b)', 'LeftParty(c, b)'), ('LeftParty(c, b)', 'RuinedParty(a, b)'), ('RuinedParty(a, b)', '  WasAtParty(a)'), ('  WasAtParty(a)', 'RuinedParty(a, b)')]","[(' Gerald', ' Gerald'), (' the party', ' the party')]",[],"RuinedParty(a, b)","WasAtParty(a) and LeftParty(c, b)","(RuinedParty(a, b) & (forall c (forall a (forall b (RuinedParty(a, b) -> LeftParty(c, b))))) & (forall c (forall a (forall b (LeftParty(c, b) -> RuinedParty(a, b))))) & (forall a (forall b (RuinedParty(a, b) ->   WasAtParty(a)))) & (forall a (forall b (  WasAtParty(a) -> RuinedParty(a, b))))) -> (WasAtParty(a) and LeftParty(c, b))","(exists a (exists b (RuinedParty(a, b))) & (forall e (forall f (forall d (RuinedParty(d,e) -> LeftParty(f,e))))) & (forall g (forall i (forall h (LeftParty(g,h) -> RuinedParty(i,h))))) & (forall k (forall j (RuinedParty(j,k) ->   WasAtParty(j)))) & (forall l (forall m (  WasAtParty(l) -> RuinedParty(l,m))))) -> (exists c (exists a (exists b (WasAtParty(a) and LeftParty(c, b)))))",Valid
25,0,fallacy of logic,"I can’t stop eating these chocolates.  I really love chocolate, or I seriously lack willpower.  I know I really love chocolate; therefore, I cannot lack willpower.", I really love chocolate.  , I cannot lack willpower.,LovesChocolate(a),LacksWillpower(a),"[('LovesChocolate(a)', 'LacksWillpower(a)')]","[(' I', ' I')]",[],LovesChocolate(a),~LacksWillpower(a),(LovesChocolate(a) & (forall a (LovesChocolate(a) -> LacksWillpower(a)))) -> (~LacksWillpower(a)),(exists a (LovesChocolate(a)) & (forall d (LovesChocolate(d) -> LacksWillpower(d)))) -> (exists a (~LacksWillpower(a))),LF
26,0,false causality,"Shortly after MySpace became popular, U.S. soldiers found Saddam Hussein.", U.S. soldiers found Saddam Hussein shortly after MySpace became popular.  , MySpace becoming popular helped find Saddam Hussein.,"Found(a, c),  BecamePopular(b)","BecamePopular(b),  HelpedFind(a)",[],"[(' Saddam Hussein', ' Saddam Hussein'), (' MySpace', ' MySpace')]",[],"Found(a, c) and BecamePopular(b)",BecamePopular(b) and HelpedFind(a),"(Found(a, c) and BecamePopular(b)) -> (BecamePopular(b) and HelpedFind(a))","(exists c (exists a (exists b (Found(a, c) and BecamePopular(b))))) -> (exists a (exists b (BecamePopular(b) and HelpedFind(a))))",LF
27,0,false causality,Jimmy isn't at school today. He must be on a family trip., Jimmy isn't at school today.  , Jimmy is on a family trip.,IsNotAtSchool(a),IsOnFamilyTrip(a),"[('IsOnFamilyTrip(a)', 'IsNotAtSchool(a)')]","[(' Jimmy', ' Jimmy')]",[],IsNotAtSchool(a),IsOnFamilyTrip(a),(IsNotAtSchool(a) & (forall a (IsOnFamilyTrip(a) -> IsNotAtSchool(a)))) -> (IsOnFamilyTrip(a)),(exists a (IsNotAtSchool(a)) & (forall d (IsOnFamilyTrip(d) -> IsNotAtSchool(d)))) -> (exists a (IsOnFamilyTrip(a))),LF
28,0,circular reasoning,"I am athletic because I run, and I run because I'm athletic."," ""I am athletic and I run.""  "," ""Being athletic means running.""","IsAthletic(a),  Runs(a)","IsAthletic(b),  MeansRunning(b)","[('IsAthletic(a)', '  MeansRunning(b)'), ('  Runs(a)', 'IsAthletic(b)'), ('  Runs(a)', '  MeansRunning(b)')]",[],[],IsAthletic(a) and Runs(a),IsAthletic(b) and MeansRunning(b),(IsAthletic(a) and Runs(a) & (forall a (forall b (IsAthletic(a) ->   MeansRunning(b)))) & (forall a (forall b (  Runs(a) -> IsAthletic(b)))) & (forall a (forall b (  Runs(a) ->   MeansRunning(b))))) -> (IsAthletic(b) and MeansRunning(b)),(exists a (IsAthletic(a) and Runs(a)) & (forall e (forall d (IsAthletic(d) ->   MeansRunning(e)))) & (forall g (forall f (  Runs(f) -> IsAthletic(g)))) & (forall i (forall h (  Runs(h) ->   MeansRunning(i))))) -> (exists b (IsAthletic(b) and MeansRunning(b))),Valid
29,0,false causality,You know Jane Fonda’s exercise videos must be worth the money. Look at the great shape she’s in., Jane Fonda is in great shape.  , Jane Fonda's exercise videos are worth the money.,IsInGreatShape(a),IsWorthTheMoney(c),"[('IsInGreatShape(a)', 'IsWorthTheMoney(c)'), ('IsWorthTheMoney(c)', 'IsInGreatShape(a)')]",[],"[("" Jane Fonda's exercise videos"", ' Jane Fonda'), (' the money', ' great shape')]",IsInGreatShape(a),IsWorthTheMoney(c),(forall a (IsInGreatShape(a)) & (forall c (forall a (IsInGreatShape(a) -> IsWorthTheMoney(c)))) & (forall c (forall a (IsWorthTheMoney(c) -> IsInGreatShape(a))))) -> (exists c (IsWorthTheMoney(c))),(exists a (IsInGreatShape(a)) & (forall e (forall f (IsInGreatShape(e) -> IsWorthTheMoney(f)))) & (forall g (forall h (IsWorthTheMoney(g) -> IsInGreatShape(h))))) -> (exists c (IsWorthTheMoney(c))),Valid
30,0,fallacy of credibility,Albert Einstein was extremely impressed with this theory., Albert Einstein was extremely impressed with this theory.  , The theory is impressive.,"IsImpressedWith(a, b)",IsImpressive(c),"[('IsImpressedWith(a, b)', 'IsImpressive(c)')]",[],"[(' this theory', ' The theory')]","IsImpressedWith(a, b)",IsImpressive(c),"(exists b (IsImpressedWith(a, b)) & (forall c (forall a (forall b (IsImpressedWith(a, b) -> IsImpressive(c)))))) -> (forall c (IsImpressive(c)))","(exists a (exists b (IsImpressedWith(a, b))) & (forall e (forall f (forall d (IsImpressedWith(d,e) -> IsImpressive(f)))))) -> (exists c (IsImpressive(c)))",Valid
31,0,false causality,“I sneezed exactly at the same time the power went off. My sneeze must’ve done something to make the power go off. “," ""I sneezed at the same time the power went off."""," ""My sneeze made the power go off.""","Sneezed(b),  WentOff(a)","MadeGoOff(c, a)",[],"[(' the power', ' the power')]","[(' I', ' the power')]",Sneezed(b) and WentOff(a),"MadeGoOff(c, a)","(exists b (Sneezed(b) and WentOff(a))) -> (forall a (MadeGoOff(c, a)))","(exists a (exists b (Sneezed(b) and WentOff(a)))) -> (exists c (exists a (MadeGoOff(c, a))))",LF
32,0,faulty generalization,"It’s getting late, and we still have to decide on the school budget. What do you say we just leave it as is and we can call it a night?", It is getting late., We should leave the school budget as it is.,IsGettingLate(a),LeaveAsIs(b),"[('IsGettingLate(a)', 'LeaveAsIs(b)'), ('LeaveAsIs(b)', 'IsGettingLate(a)')]","[(' It', ' We')]",[],IsGettingLate(a),LeaveAsIs(b),(IsGettingLate(a) & (forall a (forall b (IsGettingLate(a) -> LeaveAsIs(b)))) & (forall a (forall b (LeaveAsIs(b) -> IsGettingLate(a))))) -> (LeaveAsIs(b)),(exists a (IsGettingLate(a)) & (forall e (forall d (IsGettingLate(d) -> LeaveAsIs(e)))) & (forall g (forall f (LeaveAsIs(f) -> IsGettingLate(g))))) -> (exists b (LeaveAsIs(b))),Valid
33,0,ad hominem,"Speaker 1 (Democrat): “Donald Trump is a known adulterer. It reflects badly on his character, and suggests he might not be trustworthy.”
Speaker 2 (Republican): “What about Bill Clinton? You didn’t seem to care when he cheated.”"," ""Donald Trump is a known adulterer and it reflects badly on his character.""  "," ""Donald Trump might not be trustworthy.""","IsKnownAdulterer(a),  ReflectsBadlyOnCharacter(a)",IsNotTrustworthy(a),"[('IsKnownAdulterer(a)', 'IsNotTrustworthy(a)')]","[(' Donald Trump', ' Donald Trump')]","[(' Donald Trump', ' his character')]",IsKnownAdulterer(a) and ReflectsBadlyOnCharacter(a),~IsNotTrustworthy(a),(IsKnownAdulterer(a) and ReflectsBadlyOnCharacter(a) & (forall a (IsKnownAdulterer(a) -> IsNotTrustworthy(a)))) -> (~IsNotTrustworthy(a)),(exists a (IsKnownAdulterer(a) and ReflectsBadlyOnCharacter(a)) & (forall c (IsKnownAdulterer(c) -> IsNotTrustworthy(c)))) -> (exists a (~IsNotTrustworthy(a))),LF
