label,updated_label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2
0,false causality,"Believing that ""runs"" occur to statistically independent phenomena such as routine wheel spirits.", Runs occur to statistically independent phenomena such as routine wheel spins.  , Runs occur predictably.,"OccurDueTo(a, b),  AreRoutineWheelSpins(c)",OccurPredictably(d),[],[],[],"OccurDueTo(a, b) and AreRoutineWheelSpins(c)",OccurPredictably(d),"(OccurDueTo(a, b) and AreRoutineWheelSpins(c)) -> (OccurPredictably(d))","(exists b (exists c (exists a (OccurDueTo(a, b) and AreRoutineWheelSpins(c))))) -> (exists d (OccurPredictably(d)))"
0,false causality,"I broke a mirror earlier in the day, and then I received an F on my history final. Therefore, I received the F because I broke the mirror.", I broke a mirror and received an F on my history final.  , Breaking a mirror causes receiving an F on a history final.,"Broke(a),  ReceivedF(b)","Broke(a),  CausesReceivingF(c, d)",[],"[(' A mirror', ' A mirror')]","[(' my history final', ' a history final')]",Broke(a) and ReceivedF(b),"Broke(a) and CausesReceivingF(c, d)","(exists b (Broke(a) and ReceivedF(b))) -> (forall d (Broke(a) and CausesReceivingF(c, d)))","(exists b (exists a (Broke(a) and ReceivedF(b)))) -> (exists c (exists d (exists a (Broke(a) and CausesReceivingF(c, d)))))"
0,fallacy of extension,"Charlie: I think we should put more money into schools. Quality public education is so important.
Bob: So you’re saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.
Charlie: Creo que deberíamos invertir más dinero en las escuelas. La educación pública de calidad es muy importante.

Bob: ¿Entonces estás diciendo que deberíamos recortar el gasto militar y gastarlo en más cuadernos de espiral y crayones? Supongo que quiere que nuestro país sea un objetivo débil e indefenso para los terroristas.", Quality public education is very important.," Investing more money into schools will make the country a weak, defenseless target for terrorists.",IsImportant(a),"IsInvestedIn(b, c),  IsWeak(d),  IsDefenseless(d),  IsTargetFor(d, e)",[],[],"[(' Quality public education', ' schools')]",IsImportant(a),"IsInvestedIn(b, c) and (IsWeak(d) and IsDefenseless(d) and IsTargetFor(d, e))","(exists a (IsImportant(a))) -> (forall c (IsInvestedIn(b, c) and (IsWeak(d) and IsDefenseless(d) and IsTargetFor(d, e))))","(exists a (IsImportant(a))) -> (exists e (exists b (exists d (exists c (IsInvestedIn(b, c) and (IsWeak(d) and IsDefenseless(d) and IsTargetFor(d, e)))))))"
0,false causality,"Cellphones weren’t invented before I was born. Now, they are everywhere! Therefore, cellphones were created because I was born.", Cellphones are everywhere., Cellphones were created because I was born.,AreEverywhere(a),"WereCreated(a),  WasBorn(b)",[],"[(' Cellphones', ' Cellphones')]",[],AreEverywhere(a),WasBorn(b) and WereCreated(a),(AreEverywhere(a)) -> (WasBorn(b) and WereCreated(a)),(exists a (AreEverywhere(a))) -> (exists b (exists a (WasBorn(b) and WereCreated(a))))
0,ad hominem,Ms. Baker assigned me a lot of homework because she’s a witch!," ""Ms. Baker assigned a lot of homework and Ms. Baker is a witch.""  "," ""Ms. Baker assigned a lot of homework.""","AssignedHomework(a, b),  IsWitch(a)","AssignedHomework(a, b)",[],"[(' Ms. Baker', ' Ms. Baker'), (' a lot of homework', ' a lot of homework')]",[],"AssignedHomework(a, b) and IsWitch(a)","AssignedHomework(a, b)","(AssignedHomework(a, b) and IsWitch(a)) -> (AssignedHomework(a, b))","(exists b (exists a (AssignedHomework(a, b) and IsWitch(a)))) -> (exists b (exists a (AssignedHomework(a, b))))"
0,fallacy of credibility,"My dad went to school, so he knows everything about the education system."," ""Dad went to school.""  "," ""Dad knows everything about the education system.""",IsAtSchool(a),KnowsAboutEducationSystem(a),[],"[(' Dad', ' Dad')]","[(' school', ' the education system')]",IsAtSchool(a),KnowsAboutEducationSystem(a),(IsAtSchool(a)) -> (KnowsAboutEducationSystem(a)),(exists a (IsAtSchool(a))) -> (exists a (KnowsAboutEducationSystem(a)))
0,ad populum,Everyone is doing the Low-Carb Diet., Everyone is doing the Low-Carb Diet.  , You should do the Low-Carb Diet.,IsDoingLowCarbDiet(a),ShouldDo(b),[],[],[],IsDoingLowCarbDiet(a),ShouldDo(b),(IsDoingLowCarbDiet(a)) -> (ShouldDo(b)),(exists a (IsDoingLowCarbDiet(a))) -> (exists b (ShouldDo(b)))
0,fallacy of extension,"Parent: You need to clean out your backpack.
Child: You know I have ADD! Why can’t you just accept me as I am?", The child has ADD.  , The parent should accept the child as the child is.,HasADD(a),"AcceptsAsIs(b, c)",[],[],[],HasADD(a),"AcceptsAsIs(b, c)","(HasADD(a)) -> (AcceptsAsIs(b, c))","(exists a (HasADD(a))) -> (exists b (exists c (AcceptsAsIs(b, c))))"
0,fallacy of credibility,"X has been around for years now.
Y is new.
Therefore, Y is better than X.", Y is new  , Y is better than X,IsNew(a),"IsBetterThan(a, b)",[],"[(' Y', ' Y')]",[],IsNew(a),"IsBetterThan(a, b)","(IsNew(a)) -> (IsBetterThan(a, b))","(exists a (IsNew(a))) -> (exists b (exists a (IsBetterThan(a, b))))"
0,false causality,"""Right when I sneezed, the power went off. I must've caused the outage."" Bragged Zohaw."," ""Zohaw sneezed and the power went off."""," ""Zohaw caused the power outage.""","Sneezed(a),  PowerWentOff(b)",CausedPowerOutage(a),[],"[(' Zohaw', ' Zohaw')]",[],Sneezed(a) and PowerWentOff(b),CausedPowerOutage(a),(Sneezed(a) and PowerWentOff(b)) -> (CausedPowerOutage(a)),(exists b (exists a (Sneezed(a) and PowerWentOff(b)))) -> (exists a (CausedPowerOutage(a)))
0,equivocation,"I like my steak rare. But I don’t care for aardvark steak, even though it’s the rarest steak in the world.", Aardvark steak is the rarest steak in the world.  , I don't like aardvark steak.,"IsRarest(a),  IsInWorld(a)",DoesNotLike(x),[],"[(' Aardvark steak', ' Aardvark steak'), (' Aardvark steak', ' steak')]",[],IsRarest(a) and IsInWorld(a),DoesNotLike(x),(IsRarest(a) and IsInWorld(a)) -> (DoesNotLike(x)),(exists a (IsRarest(a) and IsInWorld(a))) -> (exists x (DoesNotLike(x)))
0,faulty generalization,"If you allow the students to redo this one test, they will always want to redo all future tests"," ""The students want to redo this one test.""  "," ""Students will always want to redo all future tests.""","WantsToRedo(a, b)","WantsToRedo(a, c)",[],"[(' The students', ' Students')]",[],"WantsToRedo(a, b)","WantsToRedo(a, c)","(WantsToRedo(a, b)) -> (WantsToRedo(a, c))","(exists b (exists a (WantsToRedo(a, b)))) -> (exists c (exists a (WantsToRedo(a, c))))"
0,fallacy of relevance,"There is no need for additional taxes for education. Every year we throw more money into education, and all they do is hire more management and build more buildings. None of the money actually reaches the classroom or is really used for education.", More money is spent on hiring management and building construction in education.  , Additional taxes for education are unnecessary.,"IsSpentOn(b, c),  IsSpentOn(b, d)","IsFor(e, a),  IsUnnecessary(e)",[],"[(' education', ' education')]",[],"IsSpentOn(b, c) and IsSpentOn(b, d)","IsFor(e, a) and IsUnnecessary(e)","(IsSpentOn(b, c) and IsSpentOn(b, d)) -> (IsFor(e, a) and IsUnnecessary(e))","(exists b (exists d (exists c (IsSpentOn(b, c) and IsSpentOn(b, d))))) -> (exists a (exists e (IsFor(e, a) and IsUnnecessary(e))))"
0,false causality,Believing that the cause of the Reformation was simply Martin Luther posting his theses," ""The cause of the Reformation was Martin Luther posting his theses.""  "," ""The Reformation was caused by Martin Luther posting his theses.""","PostedTheses(a, b),  IsCauseOf(c, Reformation)","PostedTheses(a, c),  IsCausedBy(b, a)",[],"[(' Martin Luther', ' Martin Luther'), (' The Reformation', ' his theses'), (' his theses', ' his theses')]","[(' Martin Luther', ' The Reformation'), (' his theses', ' Martin Luther')]","PostedTheses(a, b) and IsCauseOf(c, Reformation)","PostedTheses(a, c) and IsCausedBy(b, a)","(exists b (exists a (PostedTheses(a, b) and IsCauseOf(c, Reformation)))) -> (exists a (forall b (PostedTheses(a, c) and IsCausedBy(b, a))))","(exists b (exists c (exists a (PostedTheses(a, b) and IsCauseOf(c, Reformation))))) -> (exists b (exists c (exists a (PostedTheses(a, c) and IsCausedBy(b, a)))))"
0,false causality,The party was going great! Then Gerald showed up and little by little people started collecting their coats and heading home. Gerald ruined the party., Gerald ruined the party.  , People left the party because Gerald showed up.,"Ruined(a, b)","Left(c, b),  ShowedUp(a)","[('Left(c, b)', 'Ruined(a, b)'), ('Ruined(a, b)', '  ShowedUp(a)'), ('  ShowedUp(a)', 'Ruined(a, b)')]","[(' Gerald', ' Gerald'), (' the party', ' the party')]","[(' Gerald', ' People')]","Ruined(a, b)","ShowedUp(a) and Left(c, b)","(exists a (Ruined(a, b)) & (forall b (forall a (forall c (Left(c, b) -> Ruined(a, b))))) & (forall b (forall a (Ruined(a, b) ->   ShowedUp(a)))) & (forall b (forall a (  ShowedUp(a) -> Ruined(a, b))))) -> (forall c (ShowedUp(a) and Left(c, b)))","(exists b (exists a (Ruined(a, b))) & (forall f (forall d (forall e (Left(d,e) -> Ruined(f,e))))) & (forall h (forall g (Ruined(g,h) ->   ShowedUp(g)))) & (forall i (forall j (  ShowedUp(i) -> Ruined(i,j))))) -> (exists b (exists c (exists a (ShowedUp(a) and Left(c, b)))))"
0,fallacy of logic,"I can’t stop eating these chocolates.  I really love chocolate, or I seriously lack willpower.  I know I really love chocolate; therefore, I cannot lack willpower."," ""I really love chocolate."""," ""I cannot lack willpower.""",LovesChocolate(a),HasWillpower(a),[],"[(' I', ' I')]",[],LovesChocolate(a),~HasWillpower(a),(LovesChocolate(a)) -> (~HasWillpower(a)),(exists a (LovesChocolate(a))) -> (exists a (~HasWillpower(a)))
0,false causality,"Shortly after MySpace became popular, U.S. soldiers found Saddam Hussein.", MySpace became popular shortly before U.S. soldiers found Saddam Hussein.  , MySpace becoming popular is related to U.S. soldiers finding Saddam Hussein.,"BecamePopular(a),  Found(c, b)","BecamePopular(a),  Found(c, b)",[],"[(' MySpace', ' MySpace'), (' U.S. soldiers', ' U.S. soldiers'), (' Saddam Hussein', ' Saddam Hussein')]",[],"BecamePopular(a) and Found(c, b)","BecamePopular(a) and Found(c, b)","(BecamePopular(a) and Found(c, b)) -> (BecamePopular(a) and Found(c, b))","(exists b (exists c (exists a (BecamePopular(a) and Found(c, b))))) -> (exists b (exists c (exists a (BecamePopular(a) and Found(c, b)))))"
0,false causality,Jimmy isn't at school today. He must be on a family trip.," ""Jimmy isn't at school today.""  "," ""Jimmy is on a family trip.""","IsNotAt(a, b)","IsOn(a, c)",[],"[(' Jimmy', ' Jimmy')]",[],"IsNotAt(a, b)","IsOn(a, c)","(IsNotAt(a, b)) -> (IsOn(a, c))","(exists b (exists a (IsNotAt(a, b)))) -> (exists c (exists a (IsOn(a, c))))"
0,circular reasoning,"I am athletic because I run, and I run because I'm athletic.", I am athletic and I run.  , Athletic people run.,"IsAthletic(a),  Runs(a)","IsAthletic(b),  Runs(b)",[],[],[],IsAthletic(a) and Runs(a),IsAthletic(b) and Runs(b),(IsAthletic(a) and Runs(a)) -> (IsAthletic(b) and Runs(b)),(exists a (IsAthletic(a) and Runs(a))) -> (exists b (IsAthletic(b) and Runs(b)))
0,false causality,You know Jane Fonda’s exercise videos must be worth the money. Look at the great shape she’s in.," ""Jane Fonda is in great shape.""  "," ""Jane Fonda’s exercise videos are worth the money.""",IsInGreatShape(a),IsWorthTheMoney(c),[],[],"[(' Jane Fonda', "" Jane Fonda's exercise videos"")]",IsInGreatShape(a),IsWorthTheMoney(c),(exists a (IsInGreatShape(a))) -> (forall c (IsWorthTheMoney(c))),(exists a (IsInGreatShape(a))) -> (exists c (IsWorthTheMoney(c)))
0,fallacy of credibility,Albert Einstein was extremely impressed with this theory.," ""Albert Einstein was extremely impressed with this theory.""  "," ""The theory is highly remarkable.""","IsImpressedWith(a, b)",IsRemarkable(c),"[('IsImpressedWith(a, b)', 'IsRemarkable(c)')]",[],[],"IsImpressedWith(a, b)",IsRemarkable(c),"(IsImpressedWith(a, b) & (forall b (forall c (forall a (IsImpressedWith(a, b) -> IsRemarkable(c)))))) -> (IsRemarkable(c))","(exists b (exists a (IsImpressedWith(a, b))) & (forall f (forall d (forall e (IsImpressedWith(d,e) -> IsRemarkable(f)))))) -> (exists c (IsRemarkable(c)))"
0,false causality,“I sneezed exactly at the same time the power went off. My sneeze must’ve done something to make the power go off. “," ""I sneezed at the same time the power went off."""," ""The sneeze made the power go off.""","Sneezed(b),  PowerWentOff(a)","MadePowerGoOff(c),  PowerWentOff(a)",[],"[(' the power', ' the power')]",[],Sneezed(b) and PowerWentOff(a),MadePowerGoOff(c) and PowerWentOff(a),(Sneezed(b) and PowerWentOff(a)) -> (MadePowerGoOff(c) and PowerWentOff(a)),(exists b (exists a (Sneezed(b) and PowerWentOff(a)))) -> (exists a (exists c (MadePowerGoOff(c) and PowerWentOff(a))))
0,faulty generalization,"It’s getting late, and we still have to decide on the school budget. What do you say we just leave it as is and we can call it a night?", It is getting late and we have to decide on the school budget.  , Leave the school budget as it is.,"IsLate(b),  HaveToDecideOn(b, a)",LeaveAsIs(a),[],"[(' the school budget', ' School budget')]",[],"IsLate(b) and HaveToDecideOn(b, a)",LeaveAsIs(a),"(IsLate(b) and HaveToDecideOn(b, a)) -> (LeaveAsIs(a))","(exists b (exists a (IsLate(b) and HaveToDecideOn(b, a)))) -> (exists a (LeaveAsIs(a)))"
0,ad hominem,"Speaker 1 (Democrat): “Donald Trump is a known adulterer. It reflects badly on his character, and suggests he might not be trustworthy.”
Speaker 2 (Republican): “What about Bill Clinton? You didn’t seem to care when he cheated.”"," ""Donald Trump is a known adulterer.""  "," ""Donald Trump might not be trustworthy.""",IsAdulterer(a),IsNotTrustworthy(a),"[('IsAdulterer(a)', 'IsNotTrustworthy(a)')]","[(' Donald Trump', ' Donald Trump')]",[],IsAdulterer(a),~IsTrustworthy(a),(IsAdulterer(a) & (forall a (IsAdulterer(a) -> IsNotTrustworthy(a)))) -> (~IsTrustworthy(a)),(exists a (IsAdulterer(a)) & (forall c (IsAdulterer(c) -> IsNotTrustworthy(c)))) -> (exists a (~IsTrustworthy(a)))
0,ad hominem,"I hope I presented my argument clearly.  Now, my opponent will attempt to refute my argument by his own fallacious, incoherent, illogical version of history."," ""My opponent's version of history is fallacious, incoherent, and illogical."""," ""My opponent's argument is invalid.""","IsFallacious(a),  IsIncoherent(a),  IsIllogical(a)",IsInvalid(b),[],[],[],IsFallacious(a) and IsIncoherent(a) and IsIllogical(a),IsInvalid(b),(IsFallacious(a) and IsIncoherent(a) and IsIllogical(a)) -> (IsInvalid(b)),(exists a (IsFallacious(a) and IsIncoherent(a) and IsIllogical(a))) -> (exists b (IsInvalid(b)))
0,false causality,"Every time we sacrifice virgins, it rains. Therefore, sacrificing virgins causes it to rain."," ""Every time we sacrifice virgins, it rains.""  "," ""Sacrificing virgins causes it to rain.""","IsSacrificed(a),  CausesRain(a)","IsSacrificed(a),  CausesRain(a)",[],"[(' Virgins', ' Virgins')]",[],IsSacrificed(a) and CausesRain(a),IsSacrificed(a) and CausesRain(a),(IsSacrificed(a) and CausesRain(a)) -> (IsSacrificed(a) and CausesRain(a)),(exists a (IsSacrificed(a) and CausesRain(a))) -> (exists a (IsSacrificed(a) and CausesRain(a)))
0,ad hominem,"Salesman: This car gets better than average gas mileage and is one of the most reliable cars according to Consumer Reports.
Will: I doubt it—you obviously just want to sell me that car.
"," ""The car gets better than average gas mileage and is one of the most reliable cars according to Consumer Reports.""  "," ""The salesman wants to sell Will that car.""","GetsBetterGasMileage(a, b),  IsOneOfMostReliable(a, c),  AccordingTo(a, d)","WantsToSell(e, f, g)","[('  IsOneOfMostReliable(a, c)', 'WantsToSell(e, f, g)')]",[],[],"GetsBetterGasMileage(a, b) and IsOneOfMostReliable(a, c) and AccordingTo(a, d)","WantsToSell(e, f, g)","(GetsBetterGasMileage(a, b) and IsOneOfMostReliable(a, c) and AccordingTo(a, d) & (forall c (forall f (forall a (forall e (forall g (  IsOneOfMostReliable(a, c) -> WantsToSell(e, f, g)))))))) -> (WantsToSell(e, f, g))","(exists b (exists c (exists d (exists a (GetsBetterGasMileage(a, b) and IsOneOfMostReliable(a, c) and AccordingTo(a, d))))) & (forall h (forall l (forall i (forall k (forall j (  IsOneOfMostReliable(h,i) -> WantsToSell(j,k,l)))))))) -> (exists g (exists f (exists e (WantsToSell(e, f, g)))))"
0,fallacy of relevance,Labor unions in America are just as bad as Russia under Stalin!, Labor unions in America are as bad as Russia under Stalin.  , Labor unions in America are extremely oppressive.,"IsInAmerica(a),  IsUnderStalin(b)","IsInAmerica(c),  IsOppressive(c)","[('  IsUnderStalin(b)', '  IsOppressive(c)')]",[],[],IsInAmerica(a) and IsUnderStalin(b),IsInAmerica(c) and IsOppressive(c),(IsInAmerica(a) and IsUnderStalin(b) & (forall b (forall c (  IsUnderStalin(b) ->   IsOppressive(c))))) -> (IsInAmerica(c) and IsOppressive(c)),(exists b (exists a (IsInAmerica(a) and IsUnderStalin(b))) & (forall d (forall e (  IsUnderStalin(d) ->   IsOppressive(e))))) -> (exists c (IsInAmerica(c) and IsOppressive(c)))
0,ad populum,"""Everyone was driving over the speed limit, so I shouldn't have gotten a ticket for it!"" is an example of which logical fallacy?", Everyone was driving over the speed limit.  , I should not have gotten a ticket for driving over the speed limit.,"IsDrivingOverSpeedLimit(b),  IsSpeedLimit(a)","IsGivenTicket(c, d),  IsDrivingOverSpeedLimit(c),  IsSpeedLimit(a)",[],"[(' speed limit', ' speed limit')]","[(' Everyone', ' I')]",IsDrivingOverSpeedLimit(b),"IsDrivingOverSpeedLimit(c) and ~IsGivenTicket(c, d)","(exists b (IsDrivingOverSpeedLimit(b))) -> (forall c (IsDrivingOverSpeedLimit(c) and ~IsGivenTicket(c, d)))","(exists b (IsDrivingOverSpeedLimit(b))) -> (exists d (exists c (IsDrivingOverSpeedLimit(c) and ~IsGivenTicket(c, d))))"
0,ad hominem,Why would you trust Paris Hilton to sell health food? She drinks and parties and has multiple partners.," ""Paris Hilton drinks, parties, and has multiple partners."""," ""Paris Hilton cannot be trusted to sell health food.""","Drinks(a),  Parties(a),  HasMultiplePartners(a)","CannotBeTrusted(a),  Sells(c)","[('CannotBeTrusted(a)', 'Drinks(a)'), ('CannotBeTrusted(a)', '  Parties(a)')]","[(' Paris Hilton', ' Paris Hilton')]",[],Drinks(a) and Parties(a) and HasMultiplePartners(a),CannotBeTrusted(a) and ~Sells(c),(Drinks(a) and Parties(a) and HasMultiplePartners(a) & (forall a (CannotBeTrusted(a) -> Drinks(a))) & (forall a (CannotBeTrusted(a) ->   Parties(a)))) -> (CannotBeTrusted(a) and ~Sells(c)),(exists a (Drinks(a) and Parties(a) and HasMultiplePartners(a)) & (forall d (CannotBeTrusted(d) -> Drinks(d))) & (forall e (CannotBeTrusted(e) ->   Parties(e)))) -> (exists c (exists a (CannotBeTrusted(a) and ~Sells(c))))
0,false causality,"“Yesterday, I walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat. And I forgot to knock on wood with my lucky dice. That must be why I’m having such a bad day today. It’s bad luck.”"," ""I walked under a ladder, had an open umbrella indoors, spilled salt in front of a black cat, and forgot to knock on wood with lucky dice."""," ""I'm having a bad day because of bad luck.""","WalkedUnder(a),  HasOpenUmbrella(b),  SpilledSaltInFrontOf(c, d),  ForgotToKnockOnWood(e),  HasLuckyDice(f)","HasBadDay(g, h),  HasBadLuck(g, i)","[('  SpilledSaltInFrontOf(c, d)', 'HasBadDay(g, h)')]",[],[],"WalkedUnder(a) and HasOpenUmbrella(b) and SpilledSaltInFrontOf(c, d) and ForgotToKnockOnWood(e) and HasLuckyDice(f)","HasBadDay(g, h) and HasBadLuck(g, i)","(WalkedUnder(a) and HasOpenUmbrella(b) and SpilledSaltInFrontOf(c, d) and ForgotToKnockOnWood(e) and HasLuckyDice(f) & (forall h (forall g (forall d (forall c (  SpilledSaltInFrontOf(c, d) -> HasBadDay(g, h))))))) -> (HasBadDay(g, h) and HasBadLuck(g, i))","(exists c (exists f (exists a (exists b (exists e (exists d (WalkedUnder(a) and HasOpenUmbrella(b) and SpilledSaltInFrontOf(c, d) and ForgotToKnockOnWood(e) and HasLuckyDice(f))))))) & (forall m (forall j (forall k (forall l (  SpilledSaltInFrontOf(j,k) -> HasBadDay(l,m))))))) -> (exists i (exists h (exists g (HasBadDay(g, h) and HasBadLuck(g, i)))))"
0,faulty generalization,"A car makes less pollution than a bus. Therefore, cars are less of a pollution problem than buses"," ""A car makes less pollution than a bus.""  "," ""Cars are less of a pollution problem than buses.""","MakesLessPollutionThan(a, b)","IsLessOfPollutionProblemThan(c, e)",[],[],"[(' A car', ' Cars'), (' a bus', ' buses')]","MakesLessPollutionThan(a, b)","IsLessOfPollutionProblemThan(c, e)","(exists b (exists a (MakesLessPollutionThan(a, b)))) -> (forall e (forall c (IsLessOfPollutionProblemThan(c, e))))","(exists b (exists a (MakesLessPollutionThan(a, b)))) -> (exists e (exists c (IsLessOfPollutionProblemThan(c, e))))"
