,label,updated_label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
10,0,false causality,"Believing that ""runs"" occur to statistically independent phenomena such as routine wheel spirits."," ""Believing that runs occur to statistically independent phenomena"""," ""Statistically independent phenomena are spirits"""," IsBelieving(a),  AreStatisticallyIndependent(b,c)"," AreStatisticallyIndependent(d,c)",[],[],"[(' spirits', ' phenomena')]","IsBelieving(a) and (AreStatisticallyIndependent(b,c) v IsBelieving(c))","AreStatisticallyIndependent(d,c) and ~IsSpirit(c)","(forall c (IsBelieving(a) and (AreStatisticallyIndependent(b,c) v IsBelieving(c)))) -> (exists d (AreStatisticallyIndependent(d,c) and ~IsSpirit(c)))","(exists c (exists a (exists b (exists v (IsBelieving(a) and (AreStatisticallyIndependent(b,c) v IsBelieving(c))))))) -> (exists c (exists d (AreStatisticallyIndependent(d,c) and ~IsSpirit(c))))",LF
11,0,false causality,"I broke a mirror earlier in the day, and then I received an F on my history final. Therefore, I received the F because I broke the mirror."," ""Breaking a mirror leads to receiving an F on a history final."""," ""I received an F on my history final because I broke a mirror earlier in the day."""," IsBroken(a),  HasF(b)"," IsReceived(d),  HasF(d)",[],[],"[(' history final', ''), (' F', '')]",IsBroken(a) and HasF(b),IsReceived(d) and HasF(d),(exists b (IsBroken(a) and HasF(b))) -> (forall d (IsReceived(d) and HasF(d))),(exists a (exists b (IsBroken(a) and HasF(b)))) -> (exists d (IsReceived(d) and HasF(d))),LF
12,0,fallacy of extension,"Charlie: I think we should put more money into schools. Quality public education is so important.
Bob: So you’re saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.
Charlie: Creo que deberíamos invertir más dinero en las escuelas. La educación pública de calidad es muy importante.

Bob: ¿Entonces estás diciendo que deberíamos recortar el gasto militar y gastarlo en más cuadernos de espiral y crayones? Supongo que quiere que nuestro país sea un objetivo débil e indefenso para los terroristas.",,,,,[],[],[],,,() -> (),() -> (),
13,0,false causality,"Cellphones weren’t invented before I was born. Now, they are everywhere! Therefore, cellphones were created because I was born."," ""Cellphones were created because I was born."""," ""Cellphones weren't invented before I was born."""," IsBorn(a),  CreatedCellphones(b)"," WasNotInventedBefore(b,a)",[],"[(' I', ' I'), (' cellphones', ' Cellphones')]",[],IsBorn(a) and CreatedCellphones(b),"WasNotInventedBefore(b,a)","(IsBorn(a) and CreatedCellphones(b)) -> (WasNotInventedBefore(b,a))","(exists a (exists b (IsBorn(a) and CreatedCellphones(b)))) -> (exists b (exists a (WasNotInventedBefore(b,a))))",LF
14,0,ad hominem,Ms. Baker assigned me a lot of homework because she’s a witch!," ""Ms. Baker is a witch."""," ""Ms. Baker assigned me a lot of homework because she wants to torture me.""", IsWitch(b)," IsAssigned(a,c),  WantsToTorture(d)",[],"[(' Ms. Baker', ' Ms. Baker')]",[],IsWitch(b),"IsAssigned(a,c) and WantsToTorture(d)","(IsWitch(b)) -> (IsAssigned(a,c) and WantsToTorture(d))","(exists b (IsWitch(b))) -> (exists c (exists a (exists d (IsAssigned(a,c) and WantsToTorture(d)))))",LF
15,0,fallacy of credibility,"My dad went to school, so he knows everything about the education system.",,,,,[],[],[],,,() -> (),() -> (),
16,0,ad populum,Everyone is doing the Low-Carb Diet.," ""Everyone is doing the Low-Carb Diet."""," ""I will also do the Low-Carb Diet."""," IsDoing(b,a)"," WillDo(c,a)",[],"[(' low-carb diet', ' low-carb diet')]",[],"IsDoing(b,a)","WillDo(c,a)","(IsDoing(b,a)) -> (WillDo(c,a))","(exists b (exists a (IsDoing(b,a)))) -> (exists c (exists a (WillDo(c,a))))",LF
17,0,fallacy of extension,"Parent: You need to clean out your backpack.
Child: You know I have ADD! Why can’t you just accept me as I am?"," ""The child has ADD."""," ""The child doesn't need to clean out their backpack.""", IsADD(a), IsNotNeeded(c),[],[],"[(' child', '')]",IsADD(b),~IsNeeded(c),(IsADD(b)) -> (~IsNeeded(c)),(exists b (IsADD(b))) -> (exists c (~IsNeeded(c))),LF
18,0,fallacy of credibility,"X has been around for years now.
Y is new.
Therefore, Y is better than X."," ""Y is new"""," ""Y is better than X""", IsNew(a)," IsBetterThan(a,b)",[],"[(' Y', ' Y')]",[],IsNew(a),"IsBetterThan(a,b)","(IsNew(a)) -> (IsBetterThan(a,b))","(exists a (IsNew(a))) -> (exists a (exists b (IsBetterThan(a,b))))",LF
19,0,false causality,"""Right when I sneezed, the power went off. I must've caused the outage."" Bragged Zohaw.",,,,,[],[],[],,,() -> (),() -> (),
20,0,equivocation,"I like my steak rare. But I don’t care for aardvark steak, even though it’s the rarest steak in the world."," ""I like my steak rare."""," ""Aardvark steak is not liked.""", IsRare(a)," IsNotLiked(b, c)",[],[],[],IsRare(a),"~IsLiked(c, b)","(IsRare(a)) -> (~IsLiked(c, b))","(exists a (IsRare(a))) -> (exists c (exists b (~IsLiked(c, b))))",LF
21,0,faulty generalization,"If you allow the students to redo this one test, they will always want to redo all future tests"," ""Allowing students to redo a test will lead to them always wanting to redo all future tests."""," ""You should not allow students to redo a test."""," IsAllowed(a,b),  WillAlwaysWant(c)"," ShouldNotAllow(d,a),  IsRedoable(b)",[],"[(' Students', ' students'), (' test', ' test')]","[(' test', ' Students'), (' test', ' You'), (' test', ' students'), (' You', ' future tests')]","IsAllowed(a,b) and WillAlwaysWant(c)","ShouldNotAllow(d,a) and IsRedoable(b)","(forall c (exists b (IsAllowed(a,b) and WillAlwaysWant(c)))) -> (forall d (exists b (forall a (ShouldNotAllow(d,a) and IsRedoable(b)))))","(exists c (exists a (exists b (IsAllowed(a,b) and WillAlwaysWant(c))))) -> (exists a (exists b (exists d (ShouldNotAllow(d,a) and IsRedoable(b)))))",LF
22,0,fallacy of relevance,"There is no need for additional taxes for education. Every year we throw more money into education, and all they do is hire more management and build more buildings. None of the money actually reaches the classroom or is really used for education."," ""Additional taxes for education are not needed."""," ""The money thrown into education doesn't reach the classroom or is not used for education.""", IsNeeded(a)," IsUsedForEducation(a),  IsReachedTheClassroom(d)",[],"[(' education', ' education')]","[(' classroom', ' education')]",~IsNeeded(b),IsUsedForEducation(a) and ~IsReachedTheClassroom(d),(~IsNeeded(b)) -> (IsUsedForEducation(a) and ~IsReachedTheClassroom(d)),(exists b (~IsNeeded(b))) -> (exists a (exists d (IsUsedForEducation(a) and ~IsReachedTheClassroom(d)))),LF
23,0,false causality,Believing that the cause of the Reformation was simply Martin Luther posting his theses," ""Martin Luther posted his theses on the door of the Castle Church in Wittenberg."""," ""Understanding the Reformation requires a more nuanced view of history."""," IsPosted(a),  IsInCastleChurch(b),  IsInWittenberg(c)", IsUnderstood(d),[],[],"[(' Castle Church', ''), (' Wittenberg', '')]",IsPosted(a) and (IsInCastleChurch(b) and IsInWittenberg(c)),IsUnderstood(d) and (HasNuancedView(d) and IsHistory(d)),(exists c (exists b (IsPosted(a) and (IsInCastleChurch(b) and IsInWittenberg(c))))) -> (forall d (IsUnderstood(d) and (HasNuancedView(d) and IsHistory(d)))),(exists c (exists a (exists b (IsPosted(a) and (IsInCastleChurch(b) and IsInWittenberg(c)))))) -> (exists d (IsUnderstood(d) and (HasNuancedView(d) and IsHistory(d)))),LF
24,0,false causality,The party was going great! Then Gerald showed up and little by little people started collecting their coats and heading home. Gerald ruined the party.," ""Gerald ruined the party"""," ""People started collecting their coats and heading home little by little""", IsRuined(a)," IsCollected(c),  IsHeadingHome(e),  IsLittleByLittle(f)",[],[],"[(' home', ' Gerald'), (' little by little', ' Gerald'), (' little by little', ' party')]",IsRuined(a) and ~IsParty(b),(IsCollected(c) and IsHeadingHome(e)) or IsLittleByLittle(f),(forall b (forall a (IsRuined(a) and ~IsParty(b)))) -> (exists f (exists e ((IsCollected(c) and IsHeadingHome(e)) or IsLittleByLittle(f)))),(exists a (exists b (IsRuined(a) and ~IsParty(b)))) -> (exists c (exists e (exists f ((IsCollected(c) and IsHeadingHome(e)) or IsLittleByLittle(f))))),
25,0,fallacy of logic,"I can’t stop eating these chocolates.  I really love chocolate, or I seriously lack willpower.  I know I really love chocolate; therefore, I cannot lack willpower."," ""I love chocolate."""," ""I lack willpower."""," IsLoved(a,b)"," IsLacked(a,c)",[],"[(' I', ' I')]",[],"IsLoved(a,b)","IsLacked(a,c)","(IsLoved(a,b)) -> (IsLacked(a,c))","(exists a (exists b (IsLoved(a,b)))) -> (exists c (exists a (IsLacked(a,c))))",LF
26,0,false causality,"Shortly after MySpace became popular, U.S. soldiers found Saddam Hussein."," ""Saddam Hussein was found shortly after MySpace became popular."""," ""U.S. soldiers found Saddam Hussein."""," IsFound(a),  BecamePopular(b)"," IsFound(a),  AreU.S.Soldiers(c)",[],"[(' Saddam Hussein', ' Saddam Hussein')]",[],IsFound(a) and BecamePopular(b),AreU.S.Soldiers(c) and IsFound(a),(IsFound(a) and BecamePopular(b)) -> (AreU.S.Soldiers(c) and IsFound(a)),(exists a (exists b (IsFound(a) and BecamePopular(b)))) -> (exists c (exists a (AreU.S.Soldiers(c) and IsFound(a)))),LF
27,0,false causality,Jimmy isn't at school today. He must be on a family trip.," ""Jimmy is not at school today."""," ""He is on a family trip."""," IsAtSchool(a),  IsNotAtSchool(a)", IsOnFamilyTrip(c),[],[],"[(' Jimmy', ' family')]",~IsAtSchool(a),IsOnFamilyTrip(c),(~IsAtSchool(a)) -> (IsOnFamilyTrip(c)),(exists a (~IsAtSchool(a))) -> (exists c (IsOnFamilyTrip(c))),LF
28,0,circular reasoning,"I am athletic because I run, and I run because I'm athletic."," ""I run."""," ""I am athletic.""", IsRun(b), IsAthletic(c),[],"[(' I', ' I')]","[(' run', ' athletic')]",IsRun(a),IsAthletic(a),(IsRun(a)) -> (IsAthletic(a)),(exists a (IsRun(a))) -> (exists a (IsAthletic(a))),LF
29,0,false causality,You know Jane Fonda’s exercise videos must be worth the money. Look at the great shape she’s in.," ""Jane Fonda's exercise videos are worth the money."""," ""Jane Fonda is in great shape."""," IsWorthTheMoney(b),  IsJaneFonda(a)", IsInGreatShape(a),[],"[(' Jane Fonda', ' Jane Fonda')]",[],IsWorthTheMoney(b) and IsJaneFonda(a),IsInGreatShape(a),(IsWorthTheMoney(b) and IsJaneFonda(a)) -> (IsInGreatShape(a)),(exists b (exists a (IsWorthTheMoney(b) and IsJaneFonda(a)))) -> (exists a (IsInGreatShape(a))),LF
30,0,fallacy of credibility,Albert Einstein was extremely impressed with this theory.," ""Albert Einstein was impressed with the theory."""," ""The theory is beautiful.""", IsImpressed(b), IsBeautiful(a),[],"[(' theory', ' Theory')]",[],IsImpressed(b),IsBeautiful(a),(IsImpressed(b)) -> (IsBeautiful(a)),(exists b (IsImpressed(b))) -> (exists a (IsBeautiful(a))),LF
31,0,false causality,“I sneezed exactly at the same time the power went off. My sneeze must’ve done something to make the power go off. “," ""My sneeze caused the power to go off."""," ""I have superpowers."""," IsCausedBy(a,b)", HasSuperpowers(c),[],[],"[(' I', ' power'), (' power', ' superpowers')]","IsCausedBy(a,b)",HasSuperpowers(c),"(forall b (IsCausedBy(a,b))) -> (exists c (HasSuperpowers(c)))","(exists a (exists b (IsCausedBy(a,b)))) -> (exists c (HasSuperpowers(c)))",LF
32,0,faulty generalization,"It’s getting late, and we still have to decide on the school budget. What do you say we just leave it as is and we can call it a night?"," ""The school budget should be left as is."""," ""We should call it a night without deciding on the school budget.""", IsLeftAsIs(a)," ShouldBeCalled(b),  IsDecidedOn(a)",[],"[(' School budget', ' school budget')]",[],IsLeftAsIs(a),ShouldBeCalled(b) and IsDecidedOn(a),(IsLeftAsIs(a)) -> (ShouldBeCalled(b) and IsDecidedOn(a)),(exists a (IsLeftAsIs(a))) -> (exists b (exists a (ShouldBeCalled(b) and IsDecidedOn(a)))),LF
33,0,ad hominem,"Speaker 1 (Democrat): “Donald Trump is a known adulterer. It reflects badly on his character, and suggests he might not be trustworthy.”
Speaker 2 (Republican): “What about Bill Clinton? You didn’t seem to care when he cheated.”"," ""Donald Trump is a known adulterer."""," ""Bill Clinton cheated.""", IsKnownAdulterer(a), IsCheated(c),[],[],[],IsKnownAdulterer(a),IsCheated(c),(IsKnownAdulterer(a)) -> (IsCheated(c)),(exists a (IsKnownAdulterer(a))) -> (exists c (IsCheated(c))),LF
34,0,ad hominem,"I hope I presented my argument clearly.  Now, my opponent will attempt to refute my argument by his own fallacious, incoherent, illogical version of history."," ""I presented my argument clearly."""," ""My opponent's argument is fallacious, incoherent, and illogical.""", IsPresented(a)," IsFallacious(c),  IsIncoherent(e),  IsIllogical(f)",[],[],"[(' argument', ' My argument'), (' fallacious', ' My argument'), (' incoherent', ' My argument'), (' illogical.', ' My argument')]",IsPresented(a),(IsFallacious(c) and IsIncoherent(e)) or IsIllogical(f),(forall a (IsPresented(a))) -> (exists f (exists e (exists c ((IsFallacious(c) and IsIncoherent(e)) or IsIllogical(f))))),(exists a (IsPresented(a))) -> (exists c (exists e (exists f ((IsFallacious(c) and IsIncoherent(e)) or IsIllogical(f))))),
35,0,false causality,"Every time we sacrifice virgins, it rains. Therefore, sacrificing virgins causes it to rain."," ""Sacrificing virgins causes it to rain."""," ""It rains every time we sacrifice virgins."""," IsSacrificed(b),  CausesRain(a,c)"," CausesRain(a,d)",[],"[(' it', ' It')]",[],"IsSacrificed(b) and CausesRain(a,c)","CausesRain(a,d)","(IsSacrificed(b) and CausesRain(a,c)) -> (CausesRain(a,d))","(exists c (exists b (exists a (IsSacrificed(b) and CausesRain(a,c))))) -> (exists a (exists d (CausesRain(a,d))))",Valid
36,0,ad hominem,"Salesman: This car gets better than average gas mileage and is one of the most reliable cars according to Consumer Reports.
Will: I doubt it—you obviously just want to sell me that car.
"," ""This car gets better than average gas mileage and is one of the most reliable cars according to Consumer Reports."""," ""You want to sell me that car."""," IsBetterThanAverage(a),  IsReliable(b)"," WantsToSell(c),  IsThatCar(d)",[],[],"[(' This car', ' car')]",IsBetterThanAverage(a) and IsReliable(b),WantsToSell(c) and IsThatCar(d),(exists a (IsBetterThanAverage(a) and IsReliable(b))) -> (forall d (WantsToSell(c) and IsThatCar(d))),(exists a (exists b (IsBetterThanAverage(a) and IsReliable(b)))) -> (exists c (exists d (WantsToSell(c) and IsThatCar(d)))),LF
37,0,fallacy of relevance,Labor unions in America are just as bad as Russia under Stalin!,,,,,[],[],[],,,() -> (),() -> (),
38,0,ad populum,"""Everyone was driving over the speed limit, so I shouldn't have gotten a ticket for it!"" is an example of which logical fallacy?"," ""Everyone was driving over the speed limit."""," ""I shouldn't have gotten a ticket for it!"" (This is an example of a false cause fallacy, as there is no logical connection between the fact that everyone else was breaking the law and the speaker's own actions.)"," IsDriving(b),  IsOverSpeedLimit(a)", IsTickedOff(a),[],"[(' speed limit', '')]",[],IsDriving(b) and IsOverSpeedLimit(a),"IsTickedOff(a) and ~Caused(a,ticket)","(IsDriving(b) and IsOverSpeedLimit(a)) -> (IsTickedOff(a) and ~Caused(a,ticket))","(exists b (exists a (IsDriving(b) and IsOverSpeedLimit(a)))) -> (exists a (IsTickedOff(a) and ~Caused(a,ticket)))",LF
39,0,ad hominem,Why would you trust Paris Hilton to sell health food? She drinks and parties and has multiple partners.," ""Paris Hilton drinks and parties and has multiple partners."""," ""You should not trust Paris Hilton to sell health food."""," IsDrinks(a),  IsParties(a),  HasMultiplePartners(a)", IsNotTrustedToSellHealthFood(a),[],"[(' Paris Hilton', ' Paris Hilton')]",[],(IsDrinks(a) and IsParties(a)) or HasMultiplePartners(a),~IsTrustedToSellHealthFood(a),((IsDrinks(a) and IsParties(a)) or HasMultiplePartners(a)) -> (~IsTrustedToSellHealthFood(a)),(exists a ((IsDrinks(a) and IsParties(a)) or HasMultiplePartners(a))) -> (exists a (~IsTrustedToSellHealthFood(a))),
40,0,false causality,"“Yesterday, I walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat. And I forgot to knock on wood with my lucky dice. That must be why I’m having such a bad day today. It’s bad luck.”"," ""Yesterday, I walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat."""," ""It's bad luck."""," IsSpilled(a),  IsUnderLadder(a),  IsOpenUmbrella(a),  IsBlackCat(a)", IsBadLuck(c),[],[],"[('', ' It'), (' luck', '')]",(IsSpilled(a) and IsUnderLadder(a)) and (IsOpenUmbrella(a) and IsBlackCat(a)),~IsBadLuck(b),(exists a ((IsSpilled(a) and IsUnderLadder(a)) and (IsOpenUmbrella(a) and IsBlackCat(a)))) -> (forall b (~IsBadLuck(b))),(exists a ((IsSpilled(a) and IsUnderLadder(a)) and (IsOpenUmbrella(a) and IsBlackCat(a)))) -> (exists b (~IsBadLuck(b))),
41,0,faulty generalization,"A car makes less pollution than a bus. Therefore, cars are less of a pollution problem than buses"," ""A car makes less pollution than a bus."""," ""Cars are less of a pollution problem than buses."""," IsLessPolluting(a,b)"," IsLessPolluting(c,d)",[],[],"[(' A car', ' Cars'), (' bus', ' buses')]","IsLessPolluting(a,b)","IsLessPolluting(c,d)","(exists b (exists a (IsLessPolluting(a,b)))) -> (forall d (forall c (IsLessPolluting(c,d))))","(exists a (exists b (IsLessPolluting(a,b)))) -> (exists c (exists d (IsLessPolluting(c,d))))",Valid
42,0,appeal to emotion,"Preys on people’s emotions and sensitivities, can turn into a slippery slope"," ""Preys on people's emotions and sensitivities"""," ""Can turn into a slippery slope"""," IsPreyedOn(a),  IsSensitive(b)"," IsTurnedInto(c),  IsSlippery(d)",[],[],"[("" People's emotions"", ' Can turn into'), ("" people's sensitivities"", ' Can turn into'), (' slippery slope', "" people's sensitivities"")]",IsPreyedOn(a) and IsSensitive(b),IsTurnedInto(c) and IsSlippery(d),(forall b (exists b (exists a (IsPreyedOn(a) and IsSensitive(b))))) -> (exists d (forall c (IsTurnedInto(c) and IsSlippery(d)))),(exists a (exists b (IsPreyedOn(a) and IsSensitive(b)))) -> (exists c (exists d (IsTurnedInto(c) and IsSlippery(d)))),LF
43,0,fallacy of logic,"Bats are mammals. Bats can fly. Pigs are also mammals, therefore pigs can fly."," ""Bats can fly."""," ""Pigs can fly.""", IsFly(a), IsFly(a),[],"[(' fly', ' fly')]",[],IsFly(b),IsFly(c),(IsFly(b)) -> (IsFly(c)),(exists b (IsFly(b))) -> (exists c (IsFly(c))),Valid
44,0,intentional,The Geo Metro is a superior car because it averages 43 miles per gallon.," ""The Geo Metro averages 43 miles per gallon"""," ""The Geo Metro is a superior car""", IsAveraging(a), IsSuperior(a),"[(' IsAveraging(a)', ' IsSuperior(a)')]","[(' The Geo Metro', ' The Geo Metro')]",[],IsAveraging(a),IsSuperior(a),(IsAveraging(a) & (forall a ( IsAveraging(a) ->  IsSuperior(a)))) -> (IsSuperior(a)),(exists a (IsAveraging(a)) & (forall b ( IsAveraging(b) ->  IsSuperior(b)))) -> (exists a (IsSuperior(a))),Valid
45,0,fallacy of relevance,"“While you may have concerns about my votes about the environment, I can assure you that I am an open minded individual. What we should really discuss is my record on votes that expanded educational opportunities for all children."""," ""I am an open-minded individual."""," ""My record on votes that expanded educational opportunities for all children is good.""", IsOpenMinded(a)," IsMyRecord(a),   IsVote(b),   IsEducationalOpportunities(c),   IsChildren(d)",[],"[(' I', ' My record'), (' individual', ' My record')]","[(' I', ' votes'), (' I', ' educational opportunities'), (' I', ' children')]",IsOpenMinded(a),IsMyRecord(a) and IsVote(b) and IsEducationalOpportunities(c) and IsChildren(d),(exists a (IsOpenMinded(a))) -> (forall d (forall c (forall b (IsMyRecord(a) and IsVote(b) and IsEducationalOpportunities(c) and IsChildren(d))))),(exists a (IsOpenMinded(a))) -> (exists c (exists a (exists b (exists d (IsMyRecord(a) and IsVote(b) and IsEducationalOpportunities(c) and IsChildren(d)))))),LF
46,0,intentional,"Fish are the easiest pets to keep; they are inexpensive and require no maintenance at all. Plus, they are really pretty and soothing to watch."," ""Fish are easy to keep."""," ""They are inexpensive and require no maintenance.""", IsEasyToKeep(a)," IsInexpensive(c),  RequiresNoMaintenance(c)",[],[],"[(' maintenance', ' Fish'), (' easy to keep', ' They'), (' inexpensive', ' easy to keep'), (' maintenance', ' easy to keep')]",IsEasyToKeep(a),IsInexpensive(d) and RequiresNoMaintenance(e),(forall a (IsEasyToKeep(a))) -> (exists e (IsInexpensive(d) and RequiresNoMaintenance(e))),(exists a (IsEasyToKeep(a))) -> (exists e (exists d (IsInexpensive(d) and RequiresNoMaintenance(e)))),LF
47,0,intentional,I am only slightly obese.  That is perfectly normal here in America.," ""I am slightly obese."""," ""It is normal to be obese in America.""", IsSlightlyObese(a), IsNormal(d),[],[],"[(' I', ' America'), (' slightly obese', ' It'), (' slightly obese', ' America')]",IsSlightlyObese(b),IsNormal(d) and IsObese(d),(exists b (IsSlightlyObese(b))) -> (forall d (IsNormal(d) and IsObese(d))),(exists b (IsSlightlyObese(b))) -> (exists d (IsNormal(d) and IsObese(d))),LF
48,0,ad populum,"Most people think the world is flat, therefore it is flat."," ""Most people think the world is flat"""," ""The world is flat"""," IsThink(b),  IsFlat(a)", IsFlat(a),[],"[(' world', ' world')]","[(' flat', ' world')]",IsThink(b) and IsFlat(a),IsFlat(a),(IsThink(b) and IsFlat(a)) -> (IsFlat(a)),(exists b (exists a (IsThink(b) and IsFlat(a)))) -> (exists a (IsFlat(a))),Valid
49,0,appeal to emotion,You have to give me a passing grade. I spent 150 hours on that project and missed every party this quarter.," ""You have to give me a passing grade."""," ""I will get a passing grade."""," IsGivenTo(a,b),  HasPassingGrade(c)"," WillGet(d,e)",[],[],"[(' passing grade', ' You'), (' I', ' me'), (' passing grade', ' me'), (' passing grade.', ' I'), (' passing grade', ' passing grade.')]","IsGivenTo(a,b) and HasPassingGrade(c)","WillGet(d,e)","(forall c (exists c (forall b (forall a (IsGivenTo(a,b) and HasPassingGrade(c)))))) -> (forall d (exists d (exists e (WillGet(d,e)))))","(exists c (exists a (exists b (IsGivenTo(a,b) and HasPassingGrade(c))))) -> (exists e (exists d (WillGet(d,e))))",LF
