label,updated_label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2
0,ad populum,Everyone is doing the Low-Carb Diet.," ""Everyone is doing the Low-Carb Diet.""  "," ""People should do the Low-Carb Diet.""",FollowsLowCarbDiet(b),FollowsLowCarbDiet(c),[],"[(' the Low-Carb Diet', ' the Low-Carb Diet')]","[(' Everyone', ' People')]",FollowsLowCarbDiet(b),FollowsLowCarbDiet(c),(exists b (FollowsLowCarbDiet(b))) -> (forall c (FollowsLowCarbDiet(c))),(exists b (FollowsLowCarbDiet(b))) -> (exists c (FollowsLowCarbDiet(c)))
0,fallacy of extension,"Parent: You need to clean out your backpack.
Child: You know I have ADD! Why can’t you just accept me as I am?", The child has ADD.  , The parent should accept the child as the child is.,HasADD(a),"AcceptsAsIs(c, a)",[],"[(' The child', ' the child'), (' The child', ' the child')]",[],HasADD(a),"AcceptsAsIs(c, a)","(HasADD(a)) -> (AcceptsAsIs(c, a))","(exists a (HasADD(a))) -> (exists a (exists c (AcceptsAsIs(c, a))))"
0,fallacy of credibility,"X has been around for years now.
Y is new.
Therefore, Y is better than X."," ""Y is new.""  "," ""Y is better than X.""",IsNew(a),"IsBetterThan(a, b)",[],"[(' Y', ' Y')]",[],IsNew(a),"IsBetterThan(a, b)","(IsNew(a)) -> (IsBetterThan(a, b))","(exists a (IsNew(a))) -> (exists b (exists a (IsBetterThan(a, b))))"
0,false causality,"""Right when I sneezed, the power went off. I must've caused the outage."" Bragged Zohaw."," ""Zohaw sneezed and the power went off.""  "," ""Zohaw caused the outage.""","Sneezed(a),  WentOff(b)","Caused(a, c)",[],"[(' Zohaw', ' Zohaw')]",[],Sneezed(a) and WentOff(b),"Caused(a, c)","(Sneezed(a) and WentOff(b)) -> (Caused(a, c))","(exists b (exists a (Sneezed(a) and WentOff(b)))) -> (exists a (exists c (Caused(a, c))))"
0,equivocation,"I like my steak rare. But I don’t care for aardvark steak, even though it’s the rarest steak in the world."," ""I like my steak rare.""  "," ""I don’t care for aardvark steak.""","LikesSteak(a, b),  IsRare(b)","CaresFor(a, c)",[],"[(' I', ' I')]",[],"LikesSteak(a, b) and IsRare(b)","~CaresFor(a, c)","(LikesSteak(a, b) and IsRare(b)) -> (~CaresFor(a, c))","(exists b (exists a (LikesSteak(a, b) and IsRare(b)))) -> (exists a (exists c (~CaresFor(a, c))))"
0,faulty generalization,"If you allow the students to redo this one test, they will always want to redo all future tests"," ""Students want to redo this one test.""  "," ""Students will always want to redo all future tests.""","WantsToRedo(a, b)","WantsToRedo(a, c)",[],"[(' Students', ' Students')]",[],"WantsToRedo(a, b)","WantsToRedo(a, c)","(WantsToRedo(a, b)) -> (WantsToRedo(a, c))","(exists b (exists a (WantsToRedo(a, b)))) -> (exists a (exists c (WantsToRedo(a, c))))"
0,fallacy of relevance,"There is no need for additional taxes for education. Every year we throw more money into education, and all they do is hire more management and build more buildings. None of the money actually reaches the classroom or is really used for education."," ""More money is thrown into education every year.""  "," ""Additional taxes for education are unnecessary.""","IsThrownInto(b, a)","IsUnnecessary(c),  IsForEducation(c)",[],"[(' education', ' education')]",[],"IsThrownInto(b, a)",IsUnnecessary(c) and IsForEducation(c),"(IsThrownInto(b, a)) -> (IsUnnecessary(c) and IsForEducation(c))","(exists b (exists a (IsThrownInto(b, a)))) -> (exists c (IsUnnecessary(c) and IsForEducation(c)))"
0,false causality,Believing that the cause of the Reformation was simply Martin Luther posting his theses," ""The cause of the Reformation was simply Martin Luther posting his theses.""  ",,"IsCauseOfReformation(a),  IsPostedBy(b, c)","Properties:  IsCauseOfReformation(a),  IsPostedBy(b, c)",[],[],[],"IsCauseOfReformation(a) and IsPostedBy(b, c)","IsCauseOfReformation(d) and IsPostedBy(b, c)","(IsCauseOfReformation(a) and IsPostedBy(b, c)) -> (IsCauseOfReformation(d) and IsPostedBy(b, c))","(exists b (exists a (exists c (IsCauseOfReformation(a) and IsPostedBy(b, c))))) -> (exists b (exists d (exists c (IsCauseOfReformation(d) and IsPostedBy(b, c)))))"
0,false causality,The party was going great! Then Gerald showed up and little by little people started collecting their coats and heading home. Gerald ruined the party.," ""Gerald showed up and people started collecting their coats.""  "," ""Gerald ruined the party.""","ShowedUp(a),  StartedCollecting(b, c)","Ruined(a, d)",[],"[(' Gerald', ' Gerald')]",[],"ShowedUp(a) and StartedCollecting(b, c)","Ruined(a, d)","(ShowedUp(a) and StartedCollecting(b, c)) -> (Ruined(a, d))","(exists b (exists a (exists c (ShowedUp(a) and StartedCollecting(b, c))))) -> (exists d (exists a (Ruined(a, d))))"
0,fallacy of logic,"I can’t stop eating these chocolates.  I really love chocolate, or I seriously lack willpower.  I know I really love chocolate; therefore, I cannot lack willpower."," ""I really love chocolate.""  "," ""I cannot lack willpower.""",LovesChocolate(a),LacksWillpower(a),[],"[(' I', ' I')]",[],LovesChocolate(a),~LacksWillpower(a),(LovesChocolate(a)) -> (~LacksWillpower(a)),(exists a (LovesChocolate(a))) -> (exists a (~LacksWillpower(a)))
0,false causality,"Shortly after MySpace became popular, U.S. soldiers found Saddam Hussein."," ""U.S. soldiers found Saddam Hussein shortly after MySpace became popular.""  "," ""MySpace's popularity led to U.S. soldiers finding Saddam Hussein.""","Found(b, a),  BecamePopular(c)","LedTo(d, a),  Found(b, a)",[],"[(' U.S. soldiers', ' U.S. soldiers'), (' Saddam Hussein', ' Saddam Hussein')]",[],"BecamePopular(c) and Found(b, a)","LedTo(d, a) and Found(b, a)","(BecamePopular(c) and Found(b, a)) -> (LedTo(d, a) and Found(b, a))","(exists b (exists a (exists c (BecamePopular(c) and Found(b, a))))) -> (exists b (exists a (exists d (LedTo(d, a) and Found(b, a)))))"
0,false causality,Jimmy isn't at school today. He must be on a family trip.," ""Jimmy isn't at school today.""  "," ""Jimmy must be on a family trip.""",IsNotAtSchool(a),IsOnFamilyTrip(a),[],"[(' Jimmy', ' Jimmy')]",[],IsNotAtSchool(a),IsOnFamilyTrip(a),(IsNotAtSchool(a)) -> (IsOnFamilyTrip(a)),(exists a (IsNotAtSchool(a))) -> (exists a (IsOnFamilyTrip(a)))
0,circular reasoning,"I am athletic because I run, and I run because I'm athletic."," ""The speaker is athletic because the speaker runs.""  "," ""Running makes the speaker athletic.""","IsAthletic(a),  Runs(a)","IsAthletic(a),  DoesRun(a)","[('IsAthletic(a)', '  DoesRun(a)'), ('  Runs(a)', 'IsAthletic(a)'), ('IsAthletic(a)', '  Runs(a)'), ('  Runs(a)', '  DoesRun(a)'), ('  DoesRun(a)', '  Runs(a)')]","[(' The speaker', ' the speaker')]",[],IsAthletic(a) <and Runs(a),DoesRun(a) and IsAthletic(a),(IsAthletic(a) <and Runs(a) & (forall a (IsAthletic(a) ->   DoesRun(a))) & (forall a (  Runs(a) -> IsAthletic(a))) & (forall a (IsAthletic(a) ->   Runs(a))) & (forall a (  Runs(a) ->   DoesRun(a))) & (forall a (  DoesRun(a) ->   Runs(a)))) -> (DoesRun(a) and IsAthletic(a)),(exists a (IsAthletic(a) <and Runs(a)) & (forall c (IsAthletic(c) ->   DoesRun(c))) & (forall d (  Runs(d) -> IsAthletic(d))) & (forall e (IsAthletic(e) ->   Runs(e))) & (forall f (  Runs(f) ->   DoesRun(f))) & (forall g (  DoesRun(g) ->   Runs(g)))) -> (exists a (DoesRun(a) and IsAthletic(a)))
0,false causality,You know Jane Fonda’s exercise videos must be worth the money. Look at the great shape she’s in.," ""Jane Fonda's exercise videos must be worth the money.""  "," ""Jane Fonda is in great shape.""","IsWorth(a, b)",IsInGreatShape(c),[],[],[],"IsWorth(a, b)",IsInGreatShape(c),"(IsWorth(a, b)) -> (IsInGreatShape(c))","(exists b (exists a (IsWorth(a, b)))) -> (exists c (IsInGreatShape(c)))"
0,fallacy of credibility,Albert Einstein was extremely impressed with this theory.," ""Albert Einstein was extremely impressed with this theory.""  "," ""This theory is impressive.""","IsExtremelyImpressed(b, a)",IsImpressive(a),"[('IsImpressive(a)', 'IsExtremelyImpressed(b, a)')]","[(' this theory', ' This theory')]",[],"IsExtremelyImpressed(b, a)",IsImpressive(a),"(IsExtremelyImpressed(b, a) & (forall b (forall a (IsImpressive(a) -> IsExtremelyImpressed(b, a))))) -> (IsImpressive(a))","(exists b (exists a (IsExtremelyImpressed(b, a))) & (forall f (forall d (forall e (IsImpressive(d) -> IsExtremelyImpressed(e,f)))))) -> (exists a (IsImpressive(a)))"
0,false causality,“I sneezed exactly at the same time the power went off. My sneeze must’ve done something to make the power go off. “," ""The sneeze occurred exactly when the power went off.""  "," ""The sneeze caused the power to go off.""","Occurred(a),  WentOff(b)","Caused(a, b),  WentOff(b)",[],"[(' The sneeze', ' The sneeze'), (' the power', ' the power')]",[],Occurred(a) and WentOff(b),"Caused(a, b) and WentOff(b)","(Occurred(a) and WentOff(b)) -> (Caused(a, b) and WentOff(b))","(exists b (exists a (Occurred(a) and WentOff(b)))) -> (exists b (exists a (Caused(a, b) and WentOff(b))))"
0,faulty generalization,"It’s getting late, and we still have to decide on the school budget. What do you say we just leave it as is and we can call it a night?"," ""We still have to decide on the school budget.""  "," ""The school budget can be left as is.""","HasSchoolBudget(a),  NeedsDecision(b)",IsLeftAsIs(a),[],"[(' the school budget', ' The school budget')]",[],HasSchoolBudget(a) and NeedsDecision(b),IsLeftAsIs(a),(HasSchoolBudget(a) and NeedsDecision(b)) -> (IsLeftAsIs(a)),(exists b (exists a (HasSchoolBudget(a) and NeedsDecision(b)))) -> (exists a (IsLeftAsIs(a)))
0,ad hominem,"Speaker 1 (Democrat): “Donald Trump is a known adulterer. It reflects badly on his character, and suggests he might not be trustworthy.”
Speaker 2 (Republican): “What about Bill Clinton? You didn’t seem to care when he cheated.”"," ""Donald Trump is a known adulterer.""  "," ""Donald Trump might not be trustworthy.""",IsKnownAdulterer(a),IsNotTrustworthy(a),"[('IsKnownAdulterer(a)', 'IsNotTrustworthy(a)')]","[(' Donald Trump', ' Donald Trump')]",[],IsKnownAdulterer(a),~IsNotTrustworthy(a),(IsKnownAdulterer(a) & (forall a (IsKnownAdulterer(a) -> IsNotTrustworthy(a)))) -> (~IsNotTrustworthy(a)),(exists a (IsKnownAdulterer(a)) & (forall b (IsKnownAdulterer(b) -> IsNotTrustworthy(b)))) -> (exists a (~IsNotTrustworthy(a)))
0,ad hominem,"I hope I presented my argument clearly.  Now, my opponent will attempt to refute my argument by his own fallacious, incoherent, illogical version of history."," ""My opponent will attempt to refute my argument with a fallacious, incoherent, illogical version of history.""  "," ""My argument is clear.""","IsOpponent(b),  AttemptsToRefute(b, a),  IsFallacious(c),  IsIncoherent(c),  IsIllogical(e)",IsClear(a),[],"[(' my argument', ' My argument')]",[],"IsOpponent(b) and AttemptsToRefute(b, a) and IsFallacious(c) and IsIncoherent(c) and IsIllogical(e)",IsClear(a),"(IsOpponent(b) and AttemptsToRefute(b, a) and IsFallacious(c) and IsIncoherent(c) and IsIllogical(e)) -> (IsClear(a))","(exists e (exists b (exists a (exists c (IsOpponent(b) and AttemptsToRefute(b, a) and IsFallacious(c) and IsIncoherent(c) and IsIllogical(e)))))) -> (exists a (IsClear(a)))"
0,false causality,"Every time we sacrifice virgins, it rains. Therefore, sacrificing virgins causes it to rain."," ""Every time we sacrifice virgins, it rains.""  "," ""Sacrificing virgins causes rain.""","IsSacrificed(a),  CausesRain(a)","IsSacrificed(a),  CausesRain(a)",[],"[(' virgins', ' Virgins')]",[],IsSacrificed(a) and CausesRain(a),IsSacrificed(a) and CausesRain(b),(IsSacrificed(a) and CausesRain(a)) -> (IsSacrificed(a) and CausesRain(b)),(exists a (IsSacrificed(a) and CausesRain(a))) -> (exists b (exists a (IsSacrificed(a) and CausesRain(b))))
0,ad hominem,"Salesman: This car gets better than average gas mileage and is one of the most reliable cars according to Consumer Reports.
Will: I doubt it—you obviously just want to sell me that car.
"," ""This car gets better than average gas mileage and is one of the most reliable cars according to Consumer Reports.""  "," ""The salesman just wants to sell the car.""","IsBetterThanAverageGasMileage(a),  IsReliable(a),  IsReportedBy(a, d)","WantsToSell(e, a)",[],"[(' This car', ' the car')]",[],"IsBetterThanAverageGasMileage(a) and IsReliable(a) and IsReportedBy(a, d)","WantsToSell(e, a)","(IsBetterThanAverageGasMileage(a) and IsReliable(a) and IsReportedBy(a, d)) -> (WantsToSell(e, a))","(exists d (exists a (IsBetterThanAverageGasMileage(a) and IsReliable(a) and IsReportedBy(a, d)))) -> (exists a (exists e (WantsToSell(e, a))))"
0,fallacy of relevance,Labor unions in America are just as bad as Russia under Stalin!," ""Labor unions in America are just as bad as Russia under Stalin.""  "," ""Labor unions in America are bad.""","IsInAmerica(a),  IsAsBadAs(a, c),  IsUnderStalin(c)","IsInAmerica(a),  IsBad(a)",[],"[(' Labor unions', ' Labor unions'), (' America', ' America')]",[],"IsInAmerica(a) and IsAsBadAs(a, c) and IsUnderStalin(c)",IsInAmerica(a) and IsBad(a),"(IsInAmerica(a) and IsAsBadAs(a, c) and IsUnderStalin(c)) -> (IsInAmerica(a) and IsBad(a))","(exists a (exists c (IsInAmerica(a) and IsAsBadAs(a, c) and IsUnderStalin(c)))) -> (exists a (IsInAmerica(a) and IsBad(a)))"
0,ad populum,"""Everyone was driving over the speed limit, so I shouldn't have gotten a ticket for it!"" is an example of which logical fallacy?"," ""Everyone was driving over the speed limit.""  "," ""I shouldn't have gotten a ticket for driving over the speed limit.""","IsDrivingOverLimit(b),  IsSpeedLimit(a)","HasTicket(c, d),  IsDrivingOverLimit(c),  IsSpeedLimit(a)",[],"[(' the speed limit', ' the speed limit')]",[],IsDrivingOverLimit(b) and IsSpeedLimit(a),"HasTicket(c, d) and ~IsDrivingOverLimit(c)","(IsDrivingOverLimit(b) and IsSpeedLimit(a)) -> (HasTicket(c, d) and ~IsDrivingOverLimit(c))","(exists b (exists a (IsDrivingOverLimit(b) and IsSpeedLimit(a)))) -> (exists d (exists c (HasTicket(c, d) and ~IsDrivingOverLimit(c))))"
0,ad hominem,Why would you trust Paris Hilton to sell health food? She drinks and parties and has multiple partners.," ""Paris Hilton drinks, parties, and has multiple partners.""  "," ""People should not trust Paris Hilton to sell health food.""","Drinks(a),  Parties(a),  HasMultiplePartners(a)","ShouldNotTrust(b, a),  Sells(c, a)",[],"[(' Paris Hilton', ' Paris Hilton')]","[(' Paris Hilton', ' People')]",Drinks(a) and Parties(a) and HasMultiplePartners(a),"ShouldNotTrust(b, a) and ~Sells(c, a)","(exists a (Drinks(a) and Parties(a) and HasMultiplePartners(a))) -> (forall b (ShouldNotTrust(b, a) and ~Sells(c, a)))","(exists a (Drinks(a) and Parties(a) and HasMultiplePartners(a))) -> (exists b (exists a (exists c (ShouldNotTrust(b, a) and ~Sells(c, a)))))"
0,false causality,"“Yesterday, I walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat. And I forgot to knock on wood with my lucky dice. That must be why I’m having such a bad day today. It’s bad luck.”"," ""Yesterday, I walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat.""  "," ""Having such a bad day today is bad luck.""","IsWalkingUnder(a,b),  IsOpen(c),  IsIndoors(d),  IsSpilled(e),  IsInFrontOf(e,f)","IsBadDay(g),  IsBadLuck(h)",[],[],[],"IsWalkingUnder(a,b) and IsOpen(c) and IsIndoors(d) and IsSpilled(e) and IsInFrontOf(e,f)",IsBadDay(g) and IsBadLuck(h),"(IsWalkingUnder(a,b) and IsOpen(c) and IsIndoors(d) and IsSpilled(e) and IsInFrontOf(e,f)) -> (IsBadDay(g) and IsBadLuck(h))","(exists b (exists d (exists f (exists a (exists e (exists c (IsWalkingUnder(a,b) and IsOpen(c) and IsIndoors(d) and IsSpilled(e) and IsInFrontOf(e,f)))))))) -> (exists g (exists h (IsBadDay(g) and IsBadLuck(h))))"
0,faulty generalization,"A car makes less pollution than a bus. Therefore, cars are less of a pollution problem than buses"," ""A car makes less pollution than a bus.""  "," ""Cars are less of a pollution problem than buses.""","MakesLessPollution(a, c),  CausesPollution(a, b),  CausesPollution(c, b)","IsLessPollutionProblem(d, f),  IsPollutionProblem(e)","[('MakesLessPollution(a, c)', 'IsLessPollutionProblem(d, f)')]",[],"[(' A car', ' Cars'), (' a bus', ' buses')]","MakesLessPollution(a, c) and (CausesPollution(a, b) and CausesPollution(c, b))","IsLessPollutionProblem(d, f) and IsPollutionProblem(e)","(exists c (exists a (MakesLessPollution(a, c) and (CausesPollution(a, b) and CausesPollution(c, b)))) & (forall f (forall d (forall a (forall c (MakesLessPollution(a, c) -> IsLessPollutionProblem(d, f))))))) -> (forall f (forall d (IsLessPollutionProblem(d, f) and IsPollutionProblem(e))))","(exists b (exists a (exists c (MakesLessPollution(a, c) and (CausesPollution(a, b) and CausesPollution(c, b))))) & (forall g (forall h (forall i (forall j (MakesLessPollution(g,h) -> IsLessPollutionProblem(i,j))))))) -> (exists f (exists d (exists e (IsLessPollutionProblem(d, f) and IsPollutionProblem(e)))))"
