label,updated_label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2
0,false causality,"Believing that ""runs"" occur to statistically independent phenomena such as routine wheel spirits."," ""Runs occur in statistically independent phenomena such as routine wheel spins.""  "," ""There are patterns or streaks in routine wheel spins.""","OccurIn(b, a)","OccurIn(c, a),  OccurIn(d, a)",[],"[(' routine wheel spins', ' routine wheel spins')]",[],"OccurIn(b, a)","OccurIn(c, a) or OccurIn(d, a)","(OccurIn(b, a)) -> (OccurIn(c, a) or OccurIn(d, a))","(exists a (exists b (OccurIn(b, a)))) -> (exists a (exists d (exists c (OccurIn(c, a) or OccurIn(d, a)))))"
0,false causality,"I broke a mirror earlier in the day, and then I received an F on my history final. Therefore, I received the F because I broke the mirror."," ""I broke a mirror and received an F on my history final.""  "," ""Breaking a mirror caused receiving an F on the history final.""","Broke(a, b),  ReceivedF(a, c)","Broke(x, d),  Caused(x, e),  ReceivedF(x, f)",[],[],"[(' I', ' the history final'), (' an F', ' my history final'), (' the history final', ' my history final')]","Broke(a, b) and ReceivedF(a, c)","Broke(x, d) and (Caused(x, e) and ReceivedF(x, f))","(forall c (exists a (Broke(a, b) and ReceivedF(a, c)))) -> (exists e (forall f (Broke(x, d) and (Caused(x, e) and ReceivedF(x, f)))))","(exists a (exists b (exists c (Broke(a, b) and ReceivedF(a, c))))) -> (exists f (exists x (exists d (exists e (Broke(x, d) and (Caused(x, e) and ReceivedF(x, f)))))))"
0,fallacy of extension,"Charlie: I think we should put more money into schools. Quality public education is so important.
Bob: So you’re saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.
Charlie: Creo que deberíamos invertir más dinero en las escuelas. La educación pública de calidad es muy importante.

Bob: ¿Entonces estás diciendo que deberíamos recortar el gasto militar y gastarlo en más cuadernos de espiral y crayones? Supongo que quiere que nuestro país sea un objetivo débil e indefenso para los terroristas."," ""Public education is important."""," ""Investing more money in schools will make the country a weak target for terrorists.""",IsImportant(a),"IsInvested(b, c),  IsWeakTarget(d),  IsTargetOf(e, f)",[],[],"[(' schools', ' Public education')]",IsImportant(a),"(IsInvested(b, c) and IsWeakTarget(d)) and ~IsTargetOf(d, f)","(forall a (IsImportant(a))) -> (exists c ((IsInvested(b, c) and IsWeakTarget(d)) and ~IsTargetOf(d, f)))","(exists a (IsImportant(a))) -> (exists f (exists d (exists b (exists c ((IsInvested(b, c) and IsWeakTarget(d)) and ~IsTargetOf(d, f))))))"
0,false causality,"Cellphones weren’t invented before I was born. Now, they are everywhere! Therefore, cellphones were created because I was born."," ""Cellphones weren’t invented before I was born."""," ""Cellphones were created because I was born.""","NotInventedBeforeBorn(a, b)","CreatedBecauseBorn(a, b)",[],"[(' Cellphones', ' Cellphones'), (' I', ' I')]",[],"NotInventedBeforeBorn(a, b)","CreatedBecauseBorn(a, b)","(NotInventedBeforeBorn(a, b)) -> (CreatedBecauseBorn(a, b))","(exists a (exists b (NotInventedBeforeBorn(a, b)))) -> (exists a (exists b (CreatedBecauseBorn(a, b))))"
0,ad hominem,Ms. Baker assigned me a lot of homework because she’s a witch!," ""Ms. Baker assigned a lot of homework.""  "," ""Ms. Baker is a witch.""","Assigned(a, b)",IsWitch(a),"[('Assigned(a, b)', 'IsWitch(a)')]","[(' Ms. Baker', ' Ms. Baker')]",[],"Assigned(a, b)",IsWitch(a),"(Assigned(a, b) & (forall a (forall b (Assigned(a, b) -> IsWitch(a))))) -> (IsWitch(a))","(exists a (exists b (Assigned(a, b))) & (forall d (forall e (Assigned(d,e) -> IsWitch(d))))) -> (exists a (IsWitch(a)))"
0,fallacy of credibility,"My dad went to school, so he knows everything about the education system.", Dad went to school.  , Dad knows everything about the education system.,WentToSchool(a),KnowsAboutEducationSystem(a),"[('WentToSchool(a)', 'KnowsAboutEducationSystem(a)'), ('KnowsAboutEducationSystem(a)', 'WentToSchool(a)')]","[(' Dad', ' Dad')]","[(' school', ' education system')]",WentToSchool(a),KnowsAboutEducationSystem(a),(WentToSchool(a) & (forall a (WentToSchool(a) -> KnowsAboutEducationSystem(a))) & (forall a (KnowsAboutEducationSystem(a) -> WentToSchool(a)))) -> (KnowsAboutEducationSystem(a)),(exists a (WentToSchool(a)) & (forall d (WentToSchool(d) -> KnowsAboutEducationSystem(d))) & (forall e (KnowsAboutEducationSystem(e) -> WentToSchool(e)))) -> (exists a (KnowsAboutEducationSystem(a)))
0,ad populum,Everyone is doing the Low-Carb Diet., Everyone is doing the Low-Carb Diet.  , You should do the Low-Carb Diet.,"IsOnDiet(b, a)","IsOnDiet(c, a)",[],"[(' Low-Carb Diet', ' Low-Carb Diet')]","[(' Low-Carb Diet', ' You')]","IsOnDiet(b, a)","IsOnDiet(c, a)","(exists a (IsOnDiet(b, a))) -> (forall c (IsOnDiet(c, a)))","(exists a (exists b (IsOnDiet(b, a)))) -> (exists a (exists c (IsOnDiet(c, a))))"
0,fallacy of extension,"Parent: You need to clean out your backpack.
Child: You know I have ADD! Why can’t you just accept me as I am?", The child has ADD.  , The parent should accept the child as the child is.,HasADD(a),"AcceptsChildAsIs(c, a)","[('HasADD(a)', 'AcceptsChildAsIs(c, a)')]","[(' The child', ' the child')]",[],HasADD(a),"AcceptsChildAsIs(c, a)","(HasADD(a) & (forall a (forall c (HasADD(a) -> AcceptsChildAsIs(c, a))))) -> (AcceptsChildAsIs(c, a))","(exists a (HasADD(a)) & (forall f (forall g (forall e (HasADD(e) -> AcceptsChildAsIs(f,g)))))) -> (exists a (exists c (AcceptsChildAsIs(c, a))))"
0,fallacy of credibility,"X has been around for years now.
Y is new.
Therefore, Y is better than X.", Y is new and X has been around for years.  , Y is better than X.,"IsNew(a),  HasBeenAroundForYears(b)","IsBetterThan(a, b)",[],"[(' Y', ' Y'), (' X', ' X')]",[],IsNew(a) and HasBeenAroundForYears(b),"IsBetterThan(a, b)","(IsNew(a) and HasBeenAroundForYears(b)) -> (IsBetterThan(a, b))","(exists a (exists b (IsNew(a) and HasBeenAroundForYears(b)))) -> (exists a (exists b (IsBetterThan(a, b))))"
0,false causality,"""Right when I sneezed, the power went off. I must've caused the outage."" Bragged Zohaw."," ""Zohaw sneezed and the power went off.""  "," ""Zohaw caused the power outage.""","Sneezed(a),  PowerWentOff(b)","CausedPowerOutage(a, c)","[('Sneezed(a)', 'CausedPowerOutage(a, c)'), ('  PowerWentOff(b)', 'CausedPowerOutage(a, c)')]","[(' Zohaw', ' Zohaw')]","[(' Zohaw', ' the power')]",Sneezed(a) and PowerWentOff(b),"CausedPowerOutage(a, c)","(forall b (Sneezed(a) and PowerWentOff(b)) & (forall a (forall c (Sneezed(a) -> CausedPowerOutage(a, c)))) & (forall a (forall b (forall c (  PowerWentOff(b) -> CausedPowerOutage(a, c)))))) -> (exists a (CausedPowerOutage(a, c)))","(exists a (exists b (Sneezed(a) and PowerWentOff(b))) & (forall d (forall e (Sneezed(d) -> CausedPowerOutage(d,e)))) & (forall f (forall g (forall h (  PowerWentOff(f) -> CausedPowerOutage(g,h)))))) -> (exists a (exists c (CausedPowerOutage(a, c))))"
0,equivocation,"I like my steak rare. But I don’t care for aardvark steak, even though it’s the rarest steak in the world."," ""Aardvark steak is the rarest steak in the world.""  "," ""Aardvark steak is not appealing.""","IsRarest(a),  IsInWorld(b)",IsNotAppealing(a),"[('IsNotAppealing(a)', 'IsRarest(a)'), ('IsNotAppealing(a)', '  IsInWorld(b)')]","[(' Aardvark steak', ' Aardvark steak')]",[],IsRarest(a) and IsInWorld(b),IsNotAppealing(a),(IsRarest(a) and IsInWorld(b) & (forall a (IsNotAppealing(a) -> IsRarest(a))) & (forall a (forall b (IsNotAppealing(a) ->   IsInWorld(b))))) -> (IsNotAppealing(a)),(exists a (exists b (IsRarest(a) and IsInWorld(b))) & (forall d (IsNotAppealing(d) -> IsRarest(d))) & (forall f (forall e (IsNotAppealing(e) ->   IsInWorld(f))))) -> (exists a (IsNotAppealing(a)))
0,faulty generalization,"If you allow the students to redo this one test, they will always want to redo all future tests", The students want to redo this test.  , The students will always want to redo all future tests.,"WantToRedo(a, b)","WantToRedo(a, c)",[],"[(' The students', ' The students')]","[(' this test', ' The students')]","WantToRedo(a, b)","WantToRedo(a, c)","(exists b (WantToRedo(a, b))) -> (forall a (WantToRedo(a, c)))","(exists a (exists b (WantToRedo(a, b)))) -> (exists a (exists c (WantToRedo(a, c))))"
0,fallacy of relevance,"There is no need for additional taxes for education. Every year we throw more money into education, and all they do is hire more management and build more buildings. None of the money actually reaches the classroom or is really used for education."," ""Additional taxes for education are used to hire more management and build more buildings."""," ""There is no need for additional taxes for education.""","AreUsedForEducation(a, b),  AreUsedToHire(a, c),  AreUsedToBuild(a, d)","AreForEducation(a, b)",[],"[(' Additional taxes', ' Additional taxes'), (' education', ' education')]",[],"AreUsedForEducation(a, b) and AreUsedToHire(a, c) and AreUsedToBuild(a, d)","~AreForEducation(a, b)","(AreUsedForEducation(a, b) and AreUsedToHire(a, c) and AreUsedToBuild(a, d)) -> (~AreForEducation(a, b))","(exists a (exists d (exists b (exists c (AreUsedForEducation(a, b) and AreUsedToHire(a, c) and AreUsedToBuild(a, d)))))) -> (exists a (exists b (~AreForEducation(a, b))))"
0,false causality,Believing that the cause of the Reformation was simply Martin Luther posting his theses, Martin Luther posting his theses was the cause of the Reformation.  , The Reformation was caused only by Martin Luther posting his theses.,"PostedTheses(a, b),  CausedReformation(b, c)","CausedOnlyBy(c, a),  PostedTheses(a, b)","[('PostedTheses(a, b)', 'CausedOnlyBy(c, a)'), ('  PostedTheses(a, b)', '  CausedReformation(b, c)')]","[(' Martin Luther', ' Martin Luther'), (' his theses', ' his theses'), (' the cause', ' his theses'), (' the Reformation', ' The Reformation')]","[(' Martin Luther', ' The Reformation'), (' Martin Luther', ' the Reformation')]","PostedTheses(a, b) and CausedReformation(b, c)","CausedOnlyBy(c, a) and PostedTheses(a, b)","(exists a (PostedTheses(a, b) and CausedReformation(b, c)) & (forall a (forall b (forall c (PostedTheses(a, b) -> CausedOnlyBy(c, a))))) & (forall a (forall b (forall c (  PostedTheses(a, b) ->   CausedReformation(b, c)))))) -> (exists a (forall c (CausedOnlyBy(c, a) and PostedTheses(a, b))))","(exists a (exists b (exists c (PostedTheses(a, b) and CausedReformation(b, c)))) & (forall f (forall g (forall i (forall h (PostedTheses(f,g) -> CausedOnlyBy(h,i)))))) & (forall j (forall l (forall k (forall m (  PostedTheses(j,k) ->   CausedReformation(l,m))))))) -> (exists a (exists b (exists c (CausedOnlyBy(c, a) and PostedTheses(a, b)))))"
0,false causality,The party was going great! Then Gerald showed up and little by little people started collecting their coats and heading home. Gerald ruined the party., Gerald ruined the party.  , People left the party because Gerald arrived.,"Ruined(a, b)","Left(c, b),  Arrived(a)","[('Ruined(a, b)', 'Left(c, b)'), ('Left(c, b)', 'Ruined(a, b)'), ('Ruined(a, b)', '  Arrived(a)'), ('  Arrived(a)', 'Ruined(a, b)')]","[(' Gerald', ' Gerald'), (' the party', ' the party')]",[],"Ruined(a, b)","Arrived(a) and Left(c, b)","(Ruined(a, b) & (forall a (forall b (forall c (Ruined(a, b) -> Left(c, b))))) & (forall a (forall b (forall c (Left(c, b) -> Ruined(a, b))))) & (forall a (forall b (Ruined(a, b) ->   Arrived(a)))) & (forall a (forall b (  Arrived(a) -> Ruined(a, b))))) -> (Arrived(a) and Left(c, b))","(exists a (exists b (Ruined(a, b))) & (forall f (forall d (forall e (Ruined(d,e) -> Left(f,e))))) & (forall g (forall i (forall h (Left(g,h) -> Ruined(i,h))))) & (forall j (forall k (Ruined(j,k) ->   Arrived(j)))) & (forall l (forall m (  Arrived(l) -> Ruined(l,m))))) -> (exists a (exists b (exists c (Arrived(a) and Left(c, b)))))"
0,fallacy of logic,"I can’t stop eating these chocolates.  I really love chocolate, or I seriously lack willpower.  I know I really love chocolate; therefore, I cannot lack willpower."," ""I really love chocolate."""," ""I do not lack willpower.""",LovesChocolate(a),HasWillpower(a),"[('LovesChocolate(a)', 'HasWillpower(a)')]","[(' I', ' I')]",[],LovesChocolate(a),HasWillpower(a),(LovesChocolate(a) & (forall a (LovesChocolate(a) -> HasWillpower(a)))) -> (HasWillpower(a)),(exists a (LovesChocolate(a)) & (forall d (LovesChocolate(d) -> HasWillpower(d)))) -> (exists a (HasWillpower(a)))
0,false causality,"Shortly after MySpace became popular, U.S. soldiers found Saddam Hussein.", U.S. soldiers found Saddam Hussein.  , MySpace becoming popular is related to finding Saddam Hussein.,"Found(b, a)","IsPopular(c),  IsRelatedToFinding(a)",[],"[(' Saddam Hussein', ' Saddam Hussein')]",[],"Found(b, a)",IsPopular(c) and IsRelatedToFinding(a),"(Found(b, a)) -> (IsPopular(c) and IsRelatedToFinding(a))","(exists a (exists b (Found(b, a)))) -> (exists a (exists c (IsPopular(c) and IsRelatedToFinding(a))))"
0,false causality,Jimmy isn't at school today. He must be on a family trip., Jimmy isn't at school today., Jimmy is on a family trip.,"IsNotAtSchool(a,c)",IsOnFamilyTrip(a),"[('IsNotAtSchool(a,c)', 'IsOnFamilyTrip(a)'), ('IsOnFamilyTrip(a)', 'IsNotAtSchool(a,c)')]","[(' Jimmy', ' Jimmy')]","[(' today', ' family trip')]","IsNotAtSchool(a,c)",IsOnFamilyTrip(a),"(IsNotAtSchool(a,c) & (forall a (forall c (IsNotAtSchool(a,c) -> IsOnFamilyTrip(a)))) & (forall a (forall c (IsOnFamilyTrip(a) -> IsNotAtSchool(a,c))))) -> (IsOnFamilyTrip(a))","(exists a (exists c (IsNotAtSchool(a,c))) & (forall f (forall e (IsNotAtSchool(e,f) -> IsOnFamilyTrip(e)))) & (forall g (forall h (IsOnFamilyTrip(g) -> IsNotAtSchool(g,h))))) -> (exists a (IsOnFamilyTrip(a)))"
0,circular reasoning,"I am athletic because I run, and I run because I'm athletic."," ""I am athletic because I run""  "," ""I am athletic""","IsAthletic(a),  Runs(a)",IsAthletic(a),"[('  Runs(a)', 'IsAthletic(a)'), ('IsAthletic(a)', '  Runs(a)')]","[(' I', ' I')]",[],Runs(a) and IsAthletic(a),IsAthletic(a),(Runs(a) and IsAthletic(a) & (forall a (  Runs(a) -> IsAthletic(a))) & (forall a (IsAthletic(a) ->   Runs(a)))) -> (IsAthletic(a)),(exists a (Runs(a) and IsAthletic(a)) & (forall b (  Runs(b) -> IsAthletic(b))) & (forall c (IsAthletic(c) ->   Runs(c)))) -> (exists a (IsAthletic(a)))
0,false causality,You know Jane Fonda’s exercise videos must be worth the money. Look at the great shape she’s in., Jane Fonda is in great shape.  , Jane Fonda's exercise videos are worth the money.,IsInGreatShape(a),IsWorthTheMoney(c),"[('IsInGreatShape(a)', 'IsWorthTheMoney(c)'), ('IsWorthTheMoney(c)', 'IsInGreatShape(a)')]",[],"[("" Jane Fonda's exercise videos"", ' Jane Fonda'), (' the money', ' great shape')]",IsInGreatShape(a),IsWorthTheMoney(c),(forall a (IsInGreatShape(a)) & (forall a (forall c (IsInGreatShape(a) -> IsWorthTheMoney(c)))) & (forall a (forall c (IsWorthTheMoney(c) -> IsInGreatShape(a))))) -> (exists c (IsWorthTheMoney(c))),(exists a (IsInGreatShape(a)) & (forall f (forall e (IsInGreatShape(e) -> IsWorthTheMoney(f)))) & (forall g (forall h (IsWorthTheMoney(g) -> IsInGreatShape(h))))) -> (exists c (IsWorthTheMoney(c)))
0,fallacy of credibility,Albert Einstein was extremely impressed with this theory.," ""Albert Einstein was extremely impressed with this theory.""  "," ""The theory is impressive.""","IsImpressedWith(a, b)",IsImpressive(c),"[('IsImpressedWith(a, b)', 'IsImpressive(c)'), ('IsImpressive(c)', 'IsImpressedWith(a, b)')]",[],"[(' this theory', ' The theory')]","IsImpressedWith(a, b)",IsImpressive(c),"(exists b (IsImpressedWith(a, b)) & (forall a (forall b (forall c (IsImpressedWith(a, b) -> IsImpressive(c))))) & (forall a (forall b (forall c (IsImpressive(c) -> IsImpressedWith(a, b)))))) -> (forall c (IsImpressive(c)))","(exists a (exists b (IsImpressedWith(a, b))) & (forall f (forall d (forall e (IsImpressedWith(d,e) -> IsImpressive(f))))) & (forall g (forall i (forall h (IsImpressive(g) -> IsImpressedWith(h,i)))))) -> (exists c (IsImpressive(c)))"
0,false causality,“I sneezed exactly at the same time the power went off. My sneeze must’ve done something to make the power go off. “," ""I sneezed exactly at the same time the power went off.""  "," ""My sneeze made the power go off.""","Sneezed(b),  WentOff(a)","MadeGoOff(c, a)","[('  WentOff(a)', 'MadeGoOff(c, a)')]","[(' the power', ' the power')]","[(' I', ' the power')]",Sneezed(b) and WentOff(a),"MadeGoOff(c, a)","(exists b (Sneezed(b) and WentOff(a)) & (forall a (forall c (  WentOff(a) -> MadeGoOff(c, a))))) -> (forall a (MadeGoOff(c, a)))","(exists a (exists b (Sneezed(b) and WentOff(a))) & (forall f (forall d (forall e (  WentOff(d) -> MadeGoOff(e,f)))))) -> (exists a (exists c (MadeGoOff(c, a))))"
0,faulty generalization,"It’s getting late, and we still have to decide on the school budget. What do you say we just leave it as is and we can call it a night?"," It's getting late, and we still have to decide on the school budget.  ", We should leave the school budget as it is.,IsDecided(a),IsLeftAsIs(c),"[('IsLeftAsIs(c)', 'IsDecided(a)')]",[],[],~IsDecided(a),IsLeftAsIs(c),(~IsDecided(a) & (forall a (forall c (IsLeftAsIs(c) -> IsDecided(a))))) -> (IsLeftAsIs(c)),(exists a (~IsDecided(a)) & (forall d (forall e (IsLeftAsIs(d) -> IsDecided(e))))) -> (exists c (IsLeftAsIs(c)))
0,ad hominem,"Speaker 1 (Democrat): “Donald Trump is a known adulterer. It reflects badly on his character, and suggests he might not be trustworthy.”
Speaker 2 (Republican): “What about Bill Clinton? You didn’t seem to care when he cheated.”"," ""Donald Trump is a known adulterer."""," ""Donald Trump might not be trustworthy.""",IsAdulterer(a),IsUntrustworthy(a),"[('IsAdulterer(a)', 'IsUntrustworthy(a)')]","[(' Donald Trump', ' Donald Trump')]",[],IsAdulterer(a),~IsUntrustworthy(a),(IsAdulterer(a) & (forall a (IsAdulterer(a) -> IsUntrustworthy(a)))) -> (~IsUntrustworthy(a)),(exists a (IsAdulterer(a)) & (forall c (IsAdulterer(c) -> IsUntrustworthy(c)))) -> (exists a (~IsUntrustworthy(a)))
