,label,updated_label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
10,0,false causality,"Believing that ""runs"" occur to statistically independent phenomena such as routine wheel spirits."," ""Runs occur to statistically independent phenomena such as routine wheel spins.""  "," ""Runs do not occur to statistically independent phenomena""","OccurTo(a, b),  AreStatisticallyIndependent(b),  AreRoutineWheelSpins(c)","OccurTo(a, b),  AreStatisticallyIndependent(b)",[],"[(' Runs', ' Runs'), (' statistically independent phenomena', ' statistically independent phenomena')]",[],"OccurTo(a, b) and AreStatisticallyIndependent(b) and AreRoutineWheelSpins(c)","OccurTo(a, b) and ~AreStatisticallyIndependent(b)","(OccurTo(a, b) and AreStatisticallyIndependent(b) and AreRoutineWheelSpins(c)) -> (OccurTo(a, b) and ~AreStatisticallyIndependent(b))","(exists a (exists b (exists c (OccurTo(a, b) and AreStatisticallyIndependent(b) and AreRoutineWheelSpins(c))))) -> (exists a (exists b (OccurTo(a, b) and ~AreStatisticallyIndependent(b))))",LF
11,0,false causality,"I broke a mirror earlier in the day, and then I received an F on my history final. Therefore, I received the F because I broke the mirror."," ""I broke a mirror earlier in the day and received an F on the history final."""," ""Breaking the mirror caused receiving an F on the history final.""","Broke(d, a),  Received(d, b),  On(c)","Broke(x, a),  Received(x, b),  On(c)",[],"[(' a mirror', ' The mirror'), (' an F', ' an F'), (' the history final', ' the history final')]",[],"Broke(d, a) and Received(d, b) and On(c)","Broke(x, a) and (Received(x, b) and On(c))","(Broke(d, a) and Received(d, b) and On(c)) -> (Broke(x, a) and (Received(x, b) and On(c)))","(exists c (exists a (exists b (exists d (Broke(d, a) and Received(d, b) and On(c)))))) -> (exists c (exists a (exists x (exists b (Broke(x, a) and (Received(x, b) and On(c)))))))",Valid
12,0,fallacy of extension,"Charlie: I think we should put more money into schools. Quality public education is so important.
Bob: So you’re saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.
Charlie: Creo que deberíamos invertir más dinero en las escuelas. La educación pública de calidad es muy importante.

Bob: ¿Entonces estás diciendo que deberíamos recortar el gasto militar y gastarlo en más cuadernos de espiral y crayones? Supongo que quiere que nuestro país sea un objetivo débil e indefenso para los terroristas.", Quality public education is important., More money should be put into schools at the expense of military spending.,IsImportant(a),"IsPutInto(b, c),  IsAtExpenseOf(b, d)",[],[],[],IsImportant(a),"IsPutInto(b, c) and IsAtExpenseOf(b, d)","(IsImportant(a)) -> (IsPutInto(b, c) and IsAtExpenseOf(b, d))","(exists a (IsImportant(a))) -> (exists b (exists d (exists c (IsPutInto(b, c) and IsAtExpenseOf(b, d)))))",LF
13,0,false causality,"Cellphones weren’t invented before I was born. Now, they are everywhere! Therefore, cellphones were created because I was born.", Cellphones are everywhere., Cellphones were created because I was born.,AreEverywhere(a),"CreatedBecause(a, c)","[('CreatedBecause(a, c)', 'AreEverywhere(a)')]","[(' Cellphones', ' Cellphones')]",[],AreEverywhere(a),"CreatedBecause(a, c)","(AreEverywhere(a) & (forall a (forall c (CreatedBecause(a, c) -> AreEverywhere(a))))) -> (CreatedBecause(a, c))","(exists a (AreEverywhere(a)) & (forall e (forall d (CreatedBecause(d,e) -> AreEverywhere(d))))) -> (exists a (exists c (CreatedBecause(a, c))))",LF
14,0,ad hominem,Ms. Baker assigned me a lot of homework because she’s a witch!, Ms. Baker assigned a lot of homework., Ms. Baker is a witch.,"Assigned(a, b)",IsWitch(a),[],"[(' Ms. Baker', ' Ms. Baker')]",[],"Assigned(a, b)",IsWitch(a),"(Assigned(a, b)) -> (IsWitch(a))","(exists a (exists b (Assigned(a, b)))) -> (exists a (IsWitch(a)))",LF
15,0,fallacy of credibility,"My dad went to school, so he knows everything about the education system."," ""Dad went to school.""  "," ""Dad knows everything about the education system.""","WentTo(a, b)","KnowsEverythingAbout(a, c)",[],"[(' Dad', ' Dad')]","[(' school', ' the education system')]","WentTo(a, b)","KnowsEverythingAbout(a, c)","(exists b (WentTo(a, b))) -> (forall c (KnowsEverythingAbout(a, c)))","(exists a (exists b (WentTo(a, b)))) -> (exists a (exists c (KnowsEverythingAbout(a, c))))",LF
16,0,ad populum,Everyone is doing the Low-Carb Diet.," ""Everyone is doing the Low-Carb Diet.""  "," ""You should do the Low-Carb Diet.""","IsDoingDiet(b, a)","IsDoingDiet(c, a)",[],"[(' Low-Carb Diet', ' the Low-Carb Diet')]","[(' Everyone', ' You')]","IsDoingDiet(b, a)","IsDoingDiet(c, a)","(exists b (IsDoingDiet(b, a))) -> (forall c (IsDoingDiet(c, a)))","(exists a (exists b (IsDoingDiet(b, a)))) -> (exists a (exists c (IsDoingDiet(c, a))))",Valid
17,0,fallacy of extension,"Parent: You need to clean out your backpack.
Child: You know I have ADD! Why can’t you just accept me as I am?", The child has ADD., The parent should accept the child as the child is.,HasADD(a),"ShouldAccept(c, a)",[],"[(' The child', ' the child'), (' The child', ' the child')]",[],HasADD(a),"ShouldAccept(c, a)","(HasADD(a)) -> (ShouldAccept(c, a))","(exists a (HasADD(a))) -> (exists a (exists c (ShouldAccept(c, a))))",LF
18,0,fallacy of credibility,"X has been around for years now.
Y is new.
Therefore, Y is better than X."," ""X has been around for years.""  "," ""Y is better than X.""",HasBeenAroundForYears(a),"IsBetterThan(b, a)",[],"[(' X', ' X')]",[],HasBeenAroundForYears(a),"IsBetterThan(b, a)","(HasBeenAroundForYears(a)) -> (IsBetterThan(b, a))","(exists a (HasBeenAroundForYears(a))) -> (exists a (exists b (IsBetterThan(b, a))))",LF
19,0,false causality,"""Right when I sneezed, the power went off. I must've caused the outage."" Bragged Zohaw."," ""Zohaw sneezed when the power went off."""," ""Zohaw caused the power outage.""","Sneezed(a),  WentOff(b)","Caused(a, c)","[('Sneezed(a)', 'Caused(a, c)')]","[(' Zohaw', ' Zohaw')]",[],WentOff(b) and Sneezed(a),"Caused(a, c)","(WentOff(b) and Sneezed(a) & (forall a (forall c (Sneezed(a) -> Caused(a, c))))) -> (Caused(a, c))","(exists a (exists b (WentOff(b) and Sneezed(a))) & (forall e (forall d (Sneezed(d) -> Caused(d,e))))) -> (exists a (exists c (Caused(a, c))))",Valid
20,0,equivocation,"I like my steak rare. But I don’t care for aardvark steak, even though it’s the rarest steak in the world."," ""Aardvark steak is the rarest steak in the world.""  "," ""I don't like the rarest steak in the world.""","IsAardvarkSteak(b),  IsSteak(b),  IsInWorld(b),  IsRarest(b)","Dislikes(d, a),  IsRarest(a),  IsInWorld(a)",[],"[(' the rarest steak in the world', ' world')]","[(' steak', ' the rarest steak in the world')]",IsAardvarkSteak(b) and IsSteak(b) and IsInWorld(b) and IsRarest(b),"Dislikes(d, a) and IsRarest(a) and IsInWorld(a)","(IsAardvarkSteak(b) and IsSteak(b) and IsInWorld(b) and IsRarest(b)) -> (Dislikes(d, a) and IsRarest(a) and IsInWorld(a))","(exists b (IsAardvarkSteak(b) and IsSteak(b) and IsInWorld(b) and IsRarest(b))) -> (exists a (exists d (Dislikes(d, a) and IsRarest(a) and IsInWorld(a))))",LF
21,0,faulty generalization,"If you allow the students to redo this one test, they will always want to redo all future tests"," ""Allowing students to redo this one test will make them want to redo future tests.""  "," ""Students will always want to redo future tests.""","IsAllowedToRedo(a, c),  WantsToRedo(a, b)","WantsToRedo(a, b)",[],"[(' Students', ' Students'), (' future tests', ' future tests')]",[],"IsAllowedToRedo(a, c) and WantsToRedo(a, b)","WantsToRedo(a, b)","(IsAllowedToRedo(a, c) and WantsToRedo(a, b)) -> (WantsToRedo(a, b))","(exists a (exists c (exists b (IsAllowedToRedo(a, c) and WantsToRedo(a, b))))) -> (exists a (exists b (WantsToRedo(a, b))))",Valid
22,0,fallacy of relevance,"There is no need for additional taxes for education. Every year we throw more money into education, and all they do is hire more management and build more buildings. None of the money actually reaches the classroom or is really used for education.", Additional taxes for education are unnecessary.  , Money for education is used for hiring more management and building more buildings.,AreUnnecessary(a),"IsUsedForHiringManagement(c),  IsUsedForBuildingBuildings(c)",[],[],"[(' education', ' Money for education')]",AreUnnecessary(a),IsUsedForHiringManagement(c) and IsUsedForBuildingBuildings(c),(AreUnnecessary(a)) -> (IsUsedForHiringManagement(c) and IsUsedForBuildingBuildings(c)),(exists a (AreUnnecessary(a))) -> (exists c (IsUsedForHiringManagement(c) and IsUsedForBuildingBuildings(c))),LF
23,0,false causality,Believing that the cause of the Reformation was simply Martin Luther posting his theses, Martin Luther posting his theses caused the Reformation.  , The cause of the Reformation was Martin Luther posting his theses.,"PostedTheses(a, b),  CausedReformation(b, c)","CausedReformation(d),  PostedTheses(a, b)","[('PostedTheses(a, b)', 'CausedReformation(d)'), ('  PostedTheses(a, b)', '  CausedReformation(b, c)')]","[(' Martin Luther', ' Martin Luther'), (' his theses', ' his theses')]","[(' Martin Luther', ' The cause of the Reformation'), (' his theses', ' Martin Luther')]","PostedTheses(a, b) and CausedReformation(b, c)","CausedReformation(d) and PostedTheses(a, b)","(exists b (exists a (PostedTheses(a, b) and CausedReformation(b, c))) & (forall a (forall b (forall d (PostedTheses(a, b) -> CausedReformation(d))))) & (forall a (forall b (forall c (  PostedTheses(a, b) ->   CausedReformation(b, c)))))) -> (exists b (forall a (forall d (CausedReformation(d) and PostedTheses(a, b)))))","(exists a (exists b (exists c (PostedTheses(a, b) and CausedReformation(b, c)))) & (forall g (forall e (forall f (PostedTheses(e,f) -> CausedReformation(g))))) & (forall i (forall h (forall k (forall j (  PostedTheses(h,i) ->   CausedReformation(j,k))))))) -> (exists a (exists b (exists d (CausedReformation(d) and PostedTheses(a, b)))))",
24,0,false causality,The party was going great! Then Gerald showed up and little by little people started collecting their coats and heading home. Gerald ruined the party., Gerald ruined the party.  , People left the party because of Gerald.,"Ruined(a, b)","Left(c, b),  CausedBy(a, b)","[('Ruined(a, b)', '  CausedBy(a, b)')]","[(' Gerald', ' Gerald'), (' the party', ' the party')]","[(' Gerald', ' People')]","Ruined(a, b)","Left(c, b) and CausedBy(a, b)","(exists a (Ruined(a, b)) & (forall a (forall b (Ruined(a, b) ->   CausedBy(a, b))))) -> (forall c (Left(c, b) and CausedBy(a, b)))","(exists a (exists b (Ruined(a, b))) & (forall e (forall d (Ruined(d,e) ->   CausedBy(d,e))))) -> (exists a (exists c (exists b (Left(c, b) and CausedBy(a, b)))))",LF
25,0,fallacy of logic,"I can’t stop eating these chocolates.  I really love chocolate, or I seriously lack willpower.  I know I really love chocolate; therefore, I cannot lack willpower.", I really love chocolate, I cannot lack willpower,LovesChocolate(a),LacksWillpower(c),[],[],[],LovesChocolate(a),~LacksWillpower(c),(LovesChocolate(a)) -> (~LacksWillpower(c)),(exists a (LovesChocolate(a))) -> (exists c (~LacksWillpower(c))),LF
26,0,false causality,"Shortly after MySpace became popular, U.S. soldiers found Saddam Hussein.", U.S. soldiers found Saddam Hussein.  , MySpace becoming popular is linked to finding Saddam Hussein.,IsFoundByU.S.Soldiers(a),"IsPopular(c),  IsLinkedToFindingSaddamHussein(c)",[],"[(' Saddam Hussein', ' Saddam Hussein')]",[],IsFoundByU.S.Soldiers(a),IsPopular(c) and IsLinkedToFindingSaddamHussein(c),(IsFoundByU.S.Soldiers(a)) -> (IsPopular(c) and IsLinkedToFindingSaddamHussein(c)),(exists a (IsFoundByU.S.Soldiers(a))) -> (exists c (IsPopular(c) and IsLinkedToFindingSaddamHussein(c))),LF
27,0,false causality,Jimmy isn't at school today. He must be on a family trip., Jimmy isn't at school today., Jimmy is on a family trip.,"IsNotAt(a, b)","IsOn(a, d)",[],"[(' Jimmy', ' Jimmy')]",[],"IsNotAt(a, b)","IsOn(a, d)","(IsNotAt(a, b)) -> (IsOn(a, d))","(exists a (exists b (IsNotAt(a, b)))) -> (exists a (exists d (IsOn(a, d))))",LF
28,0,circular reasoning,"I am athletic because I run, and I run because I'm athletic."," ""I am athletic and I run"""," ""Running is related to being athletic""","IsAthletic(a),  Runs(a)","IsRelatedTo(b, c)","[('IsAthletic(a)', 'IsRelatedTo(b, c)'), ('IsRelatedTo(b, c)', 'IsAthletic(a)')]",[],[],IsAthletic(a) and Runs(a),"IsRelatedTo(b, c)","(IsAthletic(a) and Runs(a) & (forall a (forall b (forall c (IsAthletic(a) -> IsRelatedTo(b, c))))) & (forall a (forall b (forall c (IsRelatedTo(b, c) -> IsAthletic(a)))))) -> (IsRelatedTo(b, c))","(exists a (IsAthletic(a) and Runs(a)) & (forall e (forall f (forall d (IsAthletic(d) -> IsRelatedTo(e,f))))) & (forall i (forall g (forall h (IsRelatedTo(g,h) -> IsAthletic(i)))))) -> (exists b (exists c (IsRelatedTo(b, c))))",Valid
29,0,false causality,You know Jane Fonda’s exercise videos must be worth the money. Look at the great shape she’s in.," ""Jane Fonda is in great shape.""  "," ""Jane Fonda's exercise videos are worth the money.""",IsInGreatShape(a),IsWorthTheMoney(c),"[('IsInGreatShape(a)', 'IsWorthTheMoney(c)'), ('IsWorthTheMoney(c)', 'IsInGreatShape(a)')]",[],"[(' Jane Fonda', "" Jane Fonda's exercise videos"")]",IsInGreatShape(a),IsWorthTheMoney(c),(exists a (IsInGreatShape(a)) & (forall a (forall c (IsInGreatShape(a) -> IsWorthTheMoney(c)))) & (forall a (forall c (IsWorthTheMoney(c) -> IsInGreatShape(a))))) -> (forall c (IsWorthTheMoney(c))),(exists a (IsInGreatShape(a)) & (forall e (forall f (IsInGreatShape(e) -> IsWorthTheMoney(f)))) & (forall g (forall h (IsWorthTheMoney(g) -> IsInGreatShape(h))))) -> (exists c (IsWorthTheMoney(c))),Valid
30,0,fallacy of credibility,Albert Einstein was extremely impressed with this theory., Albert Einstein was extremely impressed with this theory.  , This theory is impressive.,"IsImpressed(b, a)",IsImpressive(a),"[('IsImpressed(b, a)', 'IsImpressive(a)')]","[(' this theory', ' This theory')]",[],"IsImpressed(b, a)",IsImpressive(a),"(IsImpressed(b, a) & (forall a (forall b (IsImpressed(b, a) -> IsImpressive(a))))) -> (IsImpressive(a))","(exists a (exists b (IsImpressed(b, a))) & (forall e (forall f (forall d (IsImpressed(d,e) -> IsImpressive(f)))))) -> (exists a (IsImpressive(a)))",Valid
31,0,false causality,“I sneezed exactly at the same time the power went off. My sneeze must’ve done something to make the power go off. “," ""I sneezed exactly at the same time the power went off."""," ""My sneeze caused the power to go off.""","Sneezed(b),  PowerWentOff(a)","Caused(c, a),  PowerWentOff(a)","[('Caused(c, a)', 'Sneezed(b)')]","[(' power', ' the power')]",[],Sneezed(b) and PowerWentOff(a),"Caused(c, a) and PowerWentOff(a)","(Sneezed(b) and PowerWentOff(a) & (forall a (forall c (forall b (Caused(c, a) -> Sneezed(b)))))) -> (Caused(c, a) and PowerWentOff(a))","(exists a (exists b (Sneezed(b) and PowerWentOff(a))) & (forall g (forall e (forall f (Caused(e,f) -> Sneezed(g)))))) -> (exists a (exists c (Caused(c, a) and PowerWentOff(a))))",LF
32,0,faulty generalization,"It’s getting late, and we still have to decide on the school budget. What do you say we just leave it as is and we can call it a night?", It is getting late., The school budget should be left as it is.,IsGettingLate(a),IsLeftAsIs(b),[],[],[],IsGettingLate(a),IsLeftAsIs(b),(IsGettingLate(a)) -> (IsLeftAsIs(b)),(exists a (IsGettingLate(a))) -> (exists b (IsLeftAsIs(b))),LF
33,0,ad hominem,"Speaker 1 (Democrat): “Donald Trump is a known adulterer. It reflects badly on his character, and suggests he might not be trustworthy.”
Speaker 2 (Republican): “What about Bill Clinton? You didn’t seem to care when he cheated.”"," ""Donald Trump is a known adulterer."""," ""Donald Trump might not be trustworthy.""",IsKnownAdulterer(a),MightNotBeTrustworthy(a),"[('IsKnownAdulterer(a)', 'MightNotBeTrustworthy(a)')]","[(' Donald Trump', ' Donald Trump')]",[],IsKnownAdulterer(a),MightNotBeTrustworthy(a),(IsKnownAdulterer(a) & (forall a (IsKnownAdulterer(a) -> MightNotBeTrustworthy(a)))) -> (MightNotBeTrustworthy(a)),(exists a (IsKnownAdulterer(a)) & (forall c (IsKnownAdulterer(c) -> MightNotBeTrustworthy(c)))) -> (exists a (MightNotBeTrustworthy(a))),Valid
34,0,ad hominem,"I hope I presented my argument clearly.  Now, my opponent will attempt to refute my argument by his own fallacious, incoherent, illogical version of history."," ""My opponent's version of history is fallacious, incoherent, and illogical.""  "," ""My opponent will attempt to refute my argument with a faulty version of history.""","IsFallacious(a),  IsIncoherent(a),  IsIllogical(a)","WillAttemptRefute(b, c),  IsFaulty(d)","[('IsFallacious(a)', 'WillAttemptRefute(b, c)'), ('IsFallacious(a)', '  IsFaulty(d)'), ('  IsIncoherent(a)', '  IsFaulty(d)'), ('  IsIllogical(a)', 'WillAttemptRefute(b, c)'), ('  IsIllogical(a)', '  IsFaulty(d)')]",[],"[("" My opponent's version of history"", ' My opponent')]",IsFallacious(a) and IsIncoherent(a) and IsIllogical(a),"WillAttemptRefute(b, c) and IsFaulty(d)","(exists a (IsFallacious(a) and IsIncoherent(a) and IsIllogical(a)) & (forall a (forall b (forall c (IsFallacious(a) -> WillAttemptRefute(b, c))))) & (forall a (forall d (IsFallacious(a) ->   IsFaulty(d)))) & (forall a (forall d (  IsIncoherent(a) ->   IsFaulty(d)))) & (forall a (forall b (forall c (  IsIllogical(a) -> WillAttemptRefute(b, c))))) & (forall a (forall d (  IsIllogical(a) ->   IsFaulty(d))))) -> (forall b (WillAttemptRefute(b, c) and IsFaulty(d)))","(exists a (IsFallacious(a) and IsIncoherent(a) and IsIllogical(a)) & (forall g (forall e (forall f (IsFallacious(e) -> WillAttemptRefute(f,g))))) & (forall i (forall h (IsFallacious(h) ->   IsFaulty(i)))) & (forall k (forall j (  IsIncoherent(j) ->   IsFaulty(k)))) & (forall l (forall n (forall m (  IsIllogical(l) -> WillAttemptRefute(m,n))))) & (forall p (forall o (  IsIllogical(o) ->   IsFaulty(p))))) -> (exists b (exists d (exists c (WillAttemptRefute(b, c) and IsFaulty(d)))))",Valid
35,0,false causality,"Every time we sacrifice virgins, it rains. Therefore, sacrificing virgins causes it to rain.", We sacrifice virgins and it rains.  , Sacrificing virgins causes rain.,IsSacrificed(a),"IsSacrificed(a),  CausesRain(a)",[],"[(' Virgins', ' Virgins')]",[],IsSacrificed(a),IsSacrificed(a) and CausesRain(b),(IsSacrificed(a)) -> (IsSacrificed(a) and CausesRain(b)),(exists a (IsSacrificed(a))) -> (exists a (exists b (IsSacrificed(a) and CausesRain(b)))),LF
36,0,ad hominem,"Salesman: This car gets better than average gas mileage and is one of the most reliable cars according to Consumer Reports.
Will: I doubt it—you obviously just want to sell me that car.
", The car gets better than average gas mileage and is one of the most reliable cars according to Consumer Reports., The salesman just wants to sell Will that car.,"GetsBetterThan(a, b),  IsMostReliable(a),  AccordingToConsumerReports(a, c)","WantsToSell(d, f, e)",[],[],[],"GetsBetterThan(a, b) and IsMostReliable(a) and AccordingToConsumerReports(a, c)","WantsToSell(d, f, e)","(GetsBetterThan(a, b) and IsMostReliable(a) and AccordingToConsumerReports(a, c)) -> (WantsToSell(d, f, e))","(exists a (exists b (exists c (GetsBetterThan(a, b) and IsMostReliable(a) and AccordingToConsumerReports(a, c))))) -> (exists e (exists f (exists d (WantsToSell(d, f, e)))))",LF
37,0,fallacy of relevance,Labor unions in America are just as bad as Russia under Stalin!, Labor unions in America are bad.  , Labor unions in America are like Russia under Stalin.,"AreInAmerica(a),  AreBad(a)","AreLike(a, b)","[('AreInAmerica(a)', 'AreLike(a, b)'), ('AreLike(a, b)', 'AreInAmerica(a)')]","[(' Labor unions in America', ' Labor unions'), (' Labor unions in America', ' America')]",[],AreInAmerica(a) and AreBad(a),"AreLike(a, b)","(AreInAmerica(a) and AreBad(a) & (forall a (forall b (AreInAmerica(a) -> AreLike(a, b)))) & (forall a (forall b (AreLike(a, b) -> AreInAmerica(a))))) -> (AreLike(a, b))","(exists a (AreInAmerica(a) and AreBad(a)) & (forall e (forall f (AreInAmerica(e) -> AreLike(e,f)))) & (forall g (forall h (AreLike(g,h) -> AreInAmerica(g))))) -> (exists a (exists b (AreLike(a, b))))",Valid
38,0,ad populum,"""Everyone was driving over the speed limit, so I shouldn't have gotten a ticket for it!"" is an example of which logical fallacy?", Everyone was driving over the speed limit., I shouldn't have gotten a ticket for driving over the speed limit.,DrivingOverSpeedLimit(b),"DrivingOverSpeedLimit(c),  ReceivedTicket(c, d)",[],"[(' speed limit', ' the speed limit')]",[],DrivingOverSpeedLimit(b),"DrivingOverSpeedLimit(c) and ReceivedTicket(c, d)","(DrivingOverSpeedLimit(b)) -> (DrivingOverSpeedLimit(c) and ReceivedTicket(c, d))","(exists b (DrivingOverSpeedLimit(b))) -> (exists c (exists d (DrivingOverSpeedLimit(c) and ReceivedTicket(c, d))))",LF
